Roll Call,Majority,Congress Num,Legislation Number,Date,Time,Question,Description,Result,Republican Yes,Republican No,Republican Present,Republican Not Voting,Democrat Yes,Democrat No,Democrat Present,Democrat Not Voting,Independent Yes,Independent No,Independent Present,Independent Not Voting,Total Yes,Total No,Total Present,Total Not Voting
1,R,114,QUORUM,6-Jan-2015,12:36 PM,Call by States,None,Passed,0,0,238,8,0,0,163,25,0,0,0,0,0,0,401,33
2
3,R,114,H RES 5,6-Jan-2015,3:07 PM,Table Motion to Refer,Adopting rules for the One Hundred Fourteenth Congress,Passed,230,0,0,11,0,160,0,10,0,0,0,0,230,160,0,21
4,R,114,H RES 5,6-Jan-2015,4:52 PM,On Ordering the Previous Question,Adopting rules for the One Hundred Fourteenth Congress,Passed,239,1,0,2,0,167,0,6,0,0,0,0,239,168,0,8
5,R,114,H RES 5,6-Jan-2015,5:14 PM,On Motion to Commit with Instructions,Adopting rules for the One Hundred Fourteenth Congress,Failed,0,239,0,3,168,4,0,1,0,0,0,0,168,243,0,4
6,R,114,H RES 5,6-Jan-2015,5:30 PM,On Agreeing to the Resolution,Adopting rules for the One Hundred Fourteenth Congress,Passed,234,4,1,3,0,168,0,5,0,0,0,0,234,172,1,8
7,R,114,H R 22,6-Jan-2015,6:31 PM,On Motion to Suspend the Rules and Pass,Hire More Heroes Act of 2015,Passed,240,0,0,2,172,0,0,1,0,0,0,0,412,0,0,3
8,R,114,H R 26,7-Jan-2015,3:07 PM,On Motion to Suspend the Rules and Pass,Terrorism Risk Insurance Program Reauthorization Act,Passed,237,5,0,0,179,0,1,5,0,0,0,0,416,5,1,5
9,R,114,H R 37,7-Jan-2015,3:23 PM,On Motion to Suspend the Rules and Pass,Promoting Job Creation and Reducing Small Business Burdens Act,Failed,241,1,0,0,35,145,0,5,0,0,0,0,276,146,0,5
10,R,114,H R 23,7-Jan-2015,3:32 PM,On Motion to Suspend the Rules and Pass,National Windstorm Impact Reduction Act Reauthorization,Passed,201,39,0,2,180,0,0,5,0,0,0,0,381,39,0,7
11,R,114,H RES 19,8-Jan-2015,1:53 PM,On Ordering the Previous Question,"Providing for consideration of the bill (H.R. 3) to approve the Keystone XL Pipeline, and providing for consideration of the bill (H.R. 30) the “Save American Workers Act of 2015”",Passed,239,0,0,3,1,180,0,6,0,0,0,0,240,180,0,9
12,R,114,H RES 19,8-Jan-2015,2:10 PM,On Agreeing to the Resolution,"Providing for consideration of the bill (H.R. 3) to approve the Keystone XL Pipeline, and providing for consideration of the bill (H.R. 30) the “Save American Workers Act of 2015”",Passed,241,0,0,1,3,181,0,3,0,0,0,0,244,181,0,4
13,R,114,H R 30,8-Jan-2015,4:07 PM,On Motion to Recommit with Instructions,Save American Workers Act of 2015,Failed,0,240,0,2,179,4,0,4,0,0,0,0,179,244,0,6
14,R,114,H R 30,8-Jan-2015,4:16 PM,On Passage,Save American Workers Act of 2015,Passed,240,0,0,2,12,172,0,3,0,0,0,0,252,172,0,5
15,R,114,H R 3,9-Jan-2015,12:56 PM,On Motion to Recommit with Instructions,Keystone XL Pipeline Act,Failed,0,237,0,5,180,0,0,7,0,0,0,0,180,237,0,12
16,R,114,H R 3,9-Jan-2015,1:05 PM,On Passage,Keystone XL Pipeline Act,Passed,238,0,1,3,28,153,0,6,0,0,0,0,266,153,1,9
17,R,114,H R 203,12-Jan-2015,7:00 PM,On Motion to Suspend the Rules and Pass,Clay Hunt Suicide Prevention for American Veterans Act,Passed,234,0,0,10,169,0,0,19,0,0,0,0,403,0,0,29
18,R,114,H R 33,12-Jan-2015,7:09 PM,On Motion to Suspend the Rules and Pass,Protecting Volunteer Firefighters and Emergency Responders Act,Passed,232,0,0,12,169,0,0,19,0,0,0,0,401,0,0,31
19,R,114,JOURNAL,12-Jan-2015,7:16 PM,On Approving the Journal,None,Passed,152,75,0,17,105,53,0,30,0,0,0,0,257,128,0,47
20,R,114,H RES 27,13-Jan-2015,2:21 PM,On Ordering the Previous Question,"Providing for consideration of H.R. 37, the Promoting Job Creation and Reducing Small Business Burdens Act; H.R. 185, the Regulatory Accountability Act of 2015; and H.R. 240, Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes",Passed,242,0,0,3,0,181,0,7,0,0,0,0,242,181,0,10
21,R,114,H RES 27,13-Jan-2015,2:30 PM,On Agreeing to the Resolution,"Providing for consideration of H.R. 37, the Promoting Job Creation and Reducing Small Business Burdens Act; H.R. 185, the Regulatory Accountability Act of 2015; and H.R. 240, Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes",Passed,241,0,0,4,1,180,0,7,0,0,0,0,242,180,0,11
22,R,114,JOURNAL,13-Jan-2015,2:37 PM,On Approving the Journal,None,Passed,153,88,1,3,108,72,0,8,0,0,0,0,261,160,1,11
23,R,114,H R 185,13-Jan-2015,4:49 PM,On Agreeing to the Amendment,None,Agreed to,241,0,0,4,13,168,0,7,0,0,0,0,254,168,0,11
24,R,114,H R 185,13-Jan-2015,4:56 PM,On Agreeing to the Amendment,None,Failed,1,241,0,3,177,6,0,5,0,0,0,0,178,247,0,8
25,R,114,H R 185,13-Jan-2015,5:00 PM,On Agreeing to the Amendment,None,Failed,0,242,0,3,176,7,0,5,0,0,0,0,176,249,0,8
26,R,114,H R 185,13-Jan-2015,5:05 PM,On Agreeing to the Amendment,None,Failed,1,242,0,2,177,6,0,5,0,0,0,0,178,248,0,7
27,R,114,H R 185,13-Jan-2015,5:21 PM,On Motion to Recommit with Instructions,To reform the process by which Federal agencies analyze and formulate new regulations and guidance documents.,Failed,0,243,0,2,180,2,0,6,0,0,0,0,180,245,0,8
28,R,114,H R 185,13-Jan-2015,5:29 PM,On Passage,To reform the process by which Federal agencies analyze and formulate new regulations and guidance documents.,Passed,242,0,0,3,8,175,0,5,0,0,0,0,250,175,0,8
29,R,114,H R 240,14-Jan-2015,11:15 AM,On Agreeing to the Amendment,None,Agreed to,237,7,0,1,0,183,0,5,0,0,0,0,237,190,0,6
30,R,114,H R 240,14-Jan-2015,11:24 AM,On Agreeing to the Amendment,None,Agreed to,218,26,0,1,0,183,0,5,0,0,0,0,218,209,0,6
31,R,114,H R 240,14-Jan-2015,11:28 AM,On Agreeing to the Amendment,None,Agreed to,243,1,0,1,35,148,0,5,0,0,0,0,278,149,0,6
32,R,114,H R 240,14-Jan-2015,11:33 AM,On Agreeing to the Amendment,None,Agreed to,239,2,0,4,14,169,0,5,0,0,0,0,253,171,0,9
33,R,114,H R 240,14-Jan-2015,11:38 AM,On Agreeing to the Amendment,None,Agreed to,243,1,0,1,17,166,0,5,0,0,0,0,260,167,0,6
34,R,114,H R 240,14-Jan-2015,11:57 AM,On Motion to Recommit with Instructions,"Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes",Failed,0,244,0,1,184,0,0,4,0,0,0,0,184,244,0,5
35,R,114,H R 240,14-Jan-2015,12:04 PM,On Passage,"Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2015, and for other purposes",Passed,234,10,0,1,2,181,0,5,0,0,0,0,236,191,0,6
36,R,114,H R 37,14-Jan-2015,12:20 PM,On Motion to Recommit with Instructions,Promoting Job Creation and Reducing Small Business Burdens Act,Failed,1,242,0,2,182,0,0,6,0,0,0,0,183,242,0,8
37,R,114,H R 37,14-Jan-2015,12:26 PM,On Passage,Promoting Job Creation and Reducing Small Business Burdens Act,Passed,242,1,0,2,29,153,0,6,0,0,0,0,271,154,0,8
38,R,114,H RES 38,21-Jan-2015,2:04 PM,On Ordering the Previous Question,"Providing for consideration of H.R. 161, the Natural Gas Pipeline Permitting Reform Act; and providing for consideration of H.R. 36, the Pain-Capable Unborn Child Protection Act",Passed,238,0,0,7,0,182,0,6,0,0,0,0,238,182,0,13
39,R,114,H RES 38,21-Jan-2015,2:13 PM,On Agreeing to the Resolution,"Providing for consideration of H.R. 161, the Natural Gas Pipeline Permitting Reform Act; and providing for consideration of H.R. 36, the Pain-Capable Unborn Child Protection Act",Passed,237,0,0,8,1,181,0,6,0,0,0,0,238,181,0,14
40,R,114,H R 161,21-Jan-2015,3:32 PM,On Motion to Recommit with Instructions,Natural Gas Pipeline Permitting Reform Act,Failed,1,240,0,4,181,1,0,6,0,0,0,0,182,241,0,10
41,R,114,H R 161,21-Jan-2015,3:42 PM,On Passage,Natural Gas Pipeline Permitting Reform Act,Passed,239,0,0,6,14,169,0,5,0,0,0,0,253,169,0,11
42,R,114,H RES 42,22-Jan-2015,10:56 AM,On Ordering the Previous Question,Providing for consideration of the bill (H.R. 7) to prohibit taxpayer funded abortions,Passed,239,0,0,6,0,183,0,5,0,0,0,0,239,183,0,11
43,R,114,H RES 42,22-Jan-2015,11:04 AM,On Agreeing to the Resolution,Providing for consideration of the bill (H.R. 7) to prohibit taxpayer funded abortions,Passed,240,0,0,5,2,179,0,7,0,0,0,0,242,179,0,12
44,R,114,H R 7,22-Jan-2015,1:07 PM,On Motion to Recommit with Instructions,To prohibit taxpayer funded abortions.,Failed,0,239,0,6,177,1,0,10,0,0,0,0,177,240,0,16
45,R,114,H R 7,22-Jan-2015,1:15 PM,On Passage,To prohibit taxpayer funded abortions.,Passed,239,1,0,5,3,178,0,7,0,0,0,0,242,179,0,12
46,R,114,H RES 48,27-Jan-2015,4:06 PM,On Agreeing to the Resolution,"Providing for consideration of the bill (H.R. 351) to provide for expedited approval of exportation of natural gas, and for other purposes",Passed,236,0,0,9,5,169,0,14,0,0,0,0,241,169,0,23
47,R,114,H R 469,27-Jan-2015,4:16 PM,On Motion to Suspend the Rules and Pass,Strengthening Child Welfare Response to Trafficking Act of 2015,Passed,236,0,0,9,174,0,0,14,0,0,0,0,410,0,0,23
48,R,114,H R 246,27-Jan-2015,4:23 PM,On Motion to Suspend the Rules and Pass,To improve the response to victims of child sex trafficking,Passed,237,0,0,8,174,0,0,14,0,0,0,0,411,0,0,22
49,R,114,H R 351,28-Jan-2015,10:50 AM,On Motion to Recommit with Instructions,LNG Permitting Certainty and Transparency Act,Failed,1,237,0,7,174,0,0,14,0,0,0,0,175,237,0,21
50,R,114,H R 351,28-Jan-2015,10:57 AM,On Passage,LNG Permitting Certainty and Transparency Act,Passed,236,1,0,8,41,132,0,15,0,0,0,0,277,133,0,23
51,R,114,H R 361,2-Feb-2015,6:58 PM,On Motion to Suspend the Rules and Pass,Medical Preparedness Allowable Use Act,Passed,221,2,0,22,156,0,0,32,0,0,0,0,377,2,0,54
