Roll Call,Majority,Congress Num,Legislation Number,Date,Time,Question,Description,Result,Republican Yes,Republican No,Republican Present,Republican Not Voting,Democrat Yes,Democrat No,Democrat Present,Democrat Not Voting,Independent Yes,Independent No,Independent Present,Independent Not Voting,Total Yes,Total No,Total Present,Total Not Voting
1,R,113,QUORUM,3-Jan-2013,12:24 PM,Call of the House,None,Passed,0,0,233,0,0,0,196,4,0,0,0,0,0,0,429,4
2
3,R,113,H RES 5,3-Jan-2013,2:57 PM,On Motion to Table the Motion to Refer,Adopting rules for the One Hundred Thirteenth Congress,Passed,224,0,0,8,0,187,0,10,0,0,0,0,224,187,0,18
4,R,113,H RES 5,3-Jan-2013,4:21 PM,On Ordering the Previous Question,Adopting rules for the One Hundred Thirteenth Congress,Passed,227,1,0,4,0,190,0,7,0,0,0,0,227,191,0,11
5,R,113,H RES 5,3-Jan-2013,4:39 PM,On Motion to Commit,Adopting rules for the One Hundred Thirteenth Congress,Failed,1,229,0,2,193,0,0,4,0,0,0,0,194,229,0,6
6,R,113,H RES 5,3-Jan-2013,4:56 PM,On Agreeing to the Resolution,Adopting rules for the One Hundred Thirteenth Congress,Passed,228,1,0,3,0,195,0,2,0,0,0,0,228,196,0,5
7,R,113,H R 41,4-Jan-2013,11:22 AM,On Motion to Suspend the Rules and Pass,To temporarily increase the borrowing authority of the Federal Emergency Management Agency for carrying out the National Flood Insurance Program,Passed,161,67,0,4,193,0,0,4,0,0,0,0,354,67,0,8
8,R,113,H R 219,14-Jan-2013,6:51 PM,On Motion to Suspend the Rules and Pass,"To improve and streamline disaster assistance for Hurricane Sandy, and for other purposes",Passed,222,0,0,10,181,0,0,16,0,0,0,0,403,0,0,26
9,R,113,JOURNAL,14-Jan-2013,7:00 PM,On Approving the Journal,None,Passed,166,53,1,12,134,42,1,20,0,0,0,0,300,95,2,32
10,R,113,ADJOURN,14-Jan-2013,7:18 PM,On Motion to Adjourn,None,Failed,1,221,0,10,3,176,0,21,0,0,0,0,4,397,0,31
11,R,113,H RES 23,15-Jan-2013,1:59 PM,On Ordering the Previous Question,"Providing for consideration of the bill (H.R. 152) making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,228,0,0,4,65,127,0,8,0,0,0,0,293,127,0,12
12,R,113,H RES 23,15-Jan-2013,2:08 PM,On Agreeing to the Resolution,"Providing for consideration of the bill (H.R. 152) making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,225,1,0,6,142,51,0,7,0,0,0,0,367,52,0,13
13,R,113,ADJOURN,15-Jan-2013,2:24 PM,On Motion to Adjourn,None,Failed,0,229,0,3,0,190,0,10,0,0,0,0,0,419,0,13
14,R,113,H R 152,15-Jan-2013,4:10 PM,On Agreeing to the Amendment,None,Failed,157,71,0,4,5,187,0,8,0,0,0,0,162,258,0,12
15,R,113,H R 152,15-Jan-2013,4:18 PM,On Agreeing to the Amendment,None,Agreed to,135,91,0,6,192,0,0,8,0,0,0,0,327,91,0,14
16,R,113,H R 152,15-Jan-2013,6:39 PM,On Agreeing to the Amendment,None,Agreed to,214,14,0,4,7,183,0,10,0,0,0,0,221,197,0,14
17,R,113,H R 152,15-Jan-2013,6:43 PM,On Agreeing to the Amendment,None,Failed,203,25,0,4,3,189,0,8,0,0,0,0,206,214,0,12
18,R,113,H R 152,15-Jan-2013,6:47 PM,On Agreeing to the Amendment,None,Failed,201,26,0,5,1,191,0,8,0,0,0,0,202,217,0,13
19,R,113,H R 152,15-Jan-2013,6:51 PM,On Agreeing to the Amendment,None,Agreed to,213,15,0,4,3,190,0,7,0,0,0,0,216,205,0,11
20,R,113,H R 152,15-Jan-2013,6:55 PM,On Agreeing to the Amendment,None,Failed,202,26,0,4,6,186,0,8,0,0,0,0,208,212,0,12
21,R,113,H R 152,15-Jan-2013,7:00 PM,On Agreeing to the Amendment,None,Agreed to,219,9,0,4,4,189,0,7,0,0,0,0,223,198,0,11
22,R,113,H R 152,15-Jan-2013,7:07 PM,On Agreeing to the Amendment,None,Agreed to,38,190,0,4,190,2,0,8,0,0,0,0,228,192,0,12
23,R,113,H R 152,15-Jan-2013,7:25 PM,On Passage,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",Passed,49,179,0,4,192,1,0,7,0,0,0,0,241,180,0,11
24,R,113,H R 307,22-Jan-2013,2:27 PM,On Motion to Suspend the Rules and Pass,"To reauthorize certain programs under the Public Health Service Act and the Federal Food, Drug, and Cosmetic Act with respect to public health security and all-hazards preparedness and response, and for other purposes",Passed,199,29,0,4,196,0,0,4,0,0,0,0,395,29,0,8
25,R,113,ADJOURN,22-Jan-2013,2:45 PM,On Motion to Adjourn,None,Failed,0,229,0,3,0,187,1,12,0,0,0,0,0,416,1,15
26,R,113,H RES 39,23-Jan-2013,10:50 AM,On Ordering the Previous Question,"Providing for consideration of the bill (H.R. 325) to ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes",Passed,229,0,0,2,3,193,0,4,0,0,0,0,232,193,0,6
27,R,113,H RES 39,23-Jan-2013,10:59 AM,On Agreeing to the Resolution,"Providing for consideration of the bill (H.R. 325) to ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes",Passed,228,1,0,2,6,189,0,5,0,0,0,0,234,190,0,7
28,R,113,JOURNAL,23-Jan-2013,11:07 AM,On Approving the Journal,None,Passed,171,56,1,3,120,73,1,6,0,0,0,0,291,129,2,9
29,R,113,H R 325,23-Jan-2013,1:10 PM,On Motion to Recommit with Instructions,"To ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes",Failed,1,230,0,0,150,47,0,3,0,0,0,0,151,277,0,3
30,R,113,H R 325,23-Jan-2013,1:20 PM,On Passage,"To ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes",Passed,199,33,0,0,86,111,0,3,0,0,0,0,285,144,0,3
31,R,113,H R 225,4-Feb-2013,6:53 PM,On Motion to Suspend the Rules and Pass,"To amend title IV of the Public Health Service Act to provide for a National Pediatric Research Network, including with respect to pediatric rare diseases or conditions",Passed,193,27,0,11,182,0,0,18,0,0,0,0,375,27,0,29
32,R,113,H R 297,4-Feb-2013,7:02 PM,On Motion to Suspend the Rules and Pass,To amend the Public Health Service Act to reauthorize support for graduate medical education programs in children’s hospitals,Passed,171,49,0,11,181,1,0,18,0,0,0,0,352,50,0,29
33,R,113,H RES 48,5-Feb-2013,2:30 PM,On Ordering the Previous Question,"Providing for consideration of the bill (H.R. 444) to require that, if the President’s fiscal year 2014 budget does not achieve balance in a fiscal year covered by such budget, the President shall submit a supplemental unified budget by April 1, 2013, which identifies a fiscal year in which balance is achieved",Passed,225,0,0,6,4,188,0,8,0,0,0,0,229,188,0,14
34,R,113,H RES 48,5-Feb-2013,2:40 PM,On Agreeing to the Resolution,"Providing for consideration of the bill (H.R. 444) to require that, if the President’s fiscal year 2014 budget does not achieve balance in a fiscal year covered by such budget, the President shall submit a supplemental unified budget by April 1, 2013, which identifies a fiscal year in which balance is achieved",Passed,225,0,0,6,3,189,0,8,0,0,0,0,228,189,0,14
35,R,113,H R 444,6-Feb-2013,11:22 AM,On Agreeing to the Amendment,None,Failed,1,226,0,4,193,2,0,5,0,0,0,0,194,228,0,9
36,R,113,H R 444,6-Feb-2013,11:27 AM,On Agreeing to the Amendment,None,Failed,21,207,0,3,54,141,0,5,0,0,0,0,75,348,0,8
37,R,113,H R 444,6-Feb-2013,11:52 AM,On Motion to Recommit with Instructions,"To require that, if the President’s fiscal year 2014 budget does not achieve balance in a fiscal year covered by such budget, the President shall submit a supplemental unified budget by April 1, 2013, which identifies a fiscal year in which balance is achieved, and for other purposes",Failed,0,228,0,3,194,1,0,5,0,0,0,0,194,229,0,8
38,R,113,H R 444,6-Feb-2013,11:58 AM,On Passage,"To require that, if the President’s fiscal year 2014 budget does not achieve balance in a fiscal year covered by such budget, the President shall submit a supplemental unified budget by April 1, 2013, which identifies a fiscal year in which balance is achieved, and for other purposes",Passed,227,1,0,3,26,166,0,8,0,0,0,0,253,167,0,11
39,R,113,H R 592,13-Feb-2013,1:34 PM,On Motion to Suspend the Rules and Pass,"To amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to clarify that houses of worship are eligible for certain disaster relief and emergency assistance on terms equal to other eligible private nonprofit facilities, and for other purposes",Passed,224,6,0,1,130,66,0,4,0,0,0,0,354,72,0,5
40,R,113,H R 267,13-Feb-2013,1:48 PM,On Motion to Suspend the Rules and Pass,Hydropower Regulatory Efficiency Act of 2013,Passed,228,0,0,3,194,0,0,6,0,0,0,0,422,0,0,9
41,R,113,H RES 66,14-Feb-2013,3:22 PM,On Ordering the Previous Question,"Providing for consideration of the bill (H.R. 273) to eliminate the 2013 statutory pay adjustment for Federal employees, and for other purposes",Passed,227,0,0,4,2,194,0,4,0,0,0,0,229,194,0,8
42,R,113,H RES 66,14-Feb-2013,3:29 PM,On Agreeing to the Resolution,"Providing for consideration of the bill (H.R. 273) to eliminate the 2013 statutory pay adjustment for Federal employees, and for other purposes",Passed,225,1,0,5,2,191,0,7,0,0,0,0,227,192,0,12
43,R,113,H CON RES 15,15-Feb-2013,11:07 AM,On Agreeing to the Resolution,Providing for the conditional adjournment of the House and Senate,Passed,222,4,0,5,0,186,0,14,0,0,0,0,222,190,0,19
44,R,113,H R 273,15-Feb-2013,11:18 AM,On Passage,To eliminate the 2013 statutory pay adjustment for Federal employees,Passed,218,10,0,3,43,144,0,13,0,0,0,0,261,154,0,16
45,R,113,H RES 65,15-Feb-2013,11:26 AM,"On Motion to Suspend the Rules and Agree, as Amended","Condemning the Government of North Korea for its flagrant and repeated violations of multiple United Nations Security Council resolutions, for its repeated provocations that threaten international peace and stabilitiy, and for its February 12, 2013, test of a nuclear device",Passed,225,2,0,4,187,0,0,13,0,0,0,0,412,2,0,17
46,R,113,JOURNAL,25-Feb-2013,6:52 PM,On Approving the Journal,None,Passed,168,45,0,18,135,46,1,18,0,0,0,0,303,91,1,36
47,R,113,H R 667,25-Feb-2013,7:00 PM,On Motion to Suspend the Rules and Pass,To redesignate the Dryden Flight Research Center as the Neil A. Armstrong Flight Research Center and the Western Aeronautical Test Range as the Hugh L. Dryden Aeronautical Test Range,Passed,213,0,0,18,181,0,1,18,0,0,0,0,394,0,1,36
48,R,113,ADJOURN,26-Feb-2013,3:24 PM,On Motion to Adjourn,None,Failed,1,221,0,9,0,194,0,6,0,0,0,0,1,415,0,15
49,R,113,H RES 77,26-Feb-2013,3:38 PM,On Motion to Suspend the Rules and Agree,Academic Competition Resolution of 2013,Passed,216,3,0,12,195,0,0,5,0,0,0,0,411,3,0,17
50,R,113,JOURNAL,26-Feb-2013,3:45 PM,On Approving the Journal,None,Passed,161,55,0,15,129,63,1,7,0,0,0,0,290,118,1,22
51,R,113,H RES 83,27-Feb-2013,3:43 PM,On Ordering the Previous Question,"Providing for consideration of S. 47, the Violence Against Women Reauthorization Act of 2013",Passed,227,0,0,4,2,196,0,2,0,0,0,0,229,196,0,6
52,R,113,H RES 83,27-Feb-2013,3:50 PM,On Agreeing to the Resolution,"Providing for consideration of S. 47, the Violence Against Women Reauthorization Act of 2013",Passed,214,9,0,8,200,0,0,0,0,0,0,0,414,9,0,8
53,R,113,JOURNAL,27-Feb-2013,3:58 PM,On Approving the Journal,None,Passed,156,63,0,12,137,56,1,6,0,0,0,0,293,119,1,18
54,R,113,S 47,28-Feb-2013,11:39 AM,On Agreeing to the Amendment,None,Failed,164,60,0,7,2,197,0,1,0,0,0,0,166,257,0,8
55,R,113,S 47,28-Feb-2013,11:56 AM,On Passage,Violence Against Women Reauthorization Act of 2013,Passed,87,138,0,6,199,0,0,1,0,0,0,0,286,138,0,7
56,R,113,H R 307,4-Mar-2013,6:53 PM,On Motion to Suspend the Rules and Concur in the Senate Amendment,Pandemic and All-Hazards Preparedness Reauthorization Act of 2013,Passed,192,28,0,11,178,0,0,22,0,0,0,0,370,28,0,33
57,R,113,H R 668,5-Mar-2013,2:28 PM,On Motion to Suspend the Rules and Pass,"To amend section 1105(a) of title 31, United States Code, to require that annual budget submissions of the President to Congress provide an estimate of the cost per taxpayer of the deficit, and for other purposes",Passed,229,0,0,2,163,28,1,8,0,0,0,0,392,28,1,10
58,R,113,H R 338,5-Mar-2013,2:36 PM,On Motion to Suspend the Rules and Pass,Stop Tobacco Smuggling in the Territories Act of 2013,Passed,224,5,0,2,197,0,0,3,0,0,0,0,421,5,0,5
59,R,113,H RES 99,6-Mar-2013,11:48 AM,On Ordering the Previous Question,"Providing for consideration of the bill (H.R. 933) making appropriations for the Department of Defense, the Department of Veterans Affairs, and other departments and agencies for the fiscal year ending September 30, 2013, and for other purposes",Passed,225,1,0,5,2,187,0,11,0,0,0,0,227,188,0,16
