Roll Call,Majority,Congress Num,Legislation Number,Date,Time,Question,Description,Result,Republican Yes,Republican No,Republican Present,Republican Not Voting,Democrat Yes,Democrat No,Democrat Present,Democrat Not Voting,Independent Yes,Independent No,Independent Present,Independent Not Voting,Total Yes,Total No,Total Present,Total Not Voting
1,R,113,QUORUM,7-Jan-2014,6:52 PM,Call of the House,None,Passed,0,0,178,53,0,0,138,62,0,0,0,0,0,0,316,115
2,R,113,H R 724,8-Jan-2014,3:30 PM,On Motion to Suspend the Rules and Pass,To amend the Clean Air Act to remove the requirement for dealer certification of new light-duty motor vehicles,Passed,220,0,0,11,185,0,0,15,0,0,0,0,405,0,0,26
3,R,113,H R 3527,8-Jan-2014,3:47 PM,"On Motion to Suspend the Rules and Pass, as Amended",Poison Center Network Act,Passed,202,18,0,12,186,0,0,14,0,0,0,0,388,18,0,26
4,R,113,H R 3628,8-Jan-2014,4:00 PM,On Motion to Suspend the Rules and Pass,Transportation Reports Elimination Act of 2013,Passed,221,0,0,11,185,0,0,15,0,0,0,0,406,0,0,26
5,R,113,H RES 455,9-Jan-2014,1:56 PM,On Ordering the Previous Question,"Providing for consideration of H.R. 2279, Reducing Excessive Deadline Obligations Act of 2013; consideration of H.R. 3362, to require transparency in the operation of Health Benefit Exchanges; and consideration of H.R. 3811, to require notification of breaches of personal information through Health Benefit Exchanges",Passed,226,0,0,6,0,191,0,9,0,0,0,0,226,191,0,15
6,R,113,H RES 455,9-Jan-2014,2:06 PM,On Agreeing to the Resolution,"Providing for consideration of H.R. 2279, Reducing Excessive Deadline Obligations Act of 2013; consideration of H.R. 3362, to require transparency in the operation of Health Benefit Exchanges; and consideration of H.R. 3811, to require notification of breaches of personal information through Health Benefit Exchanges",Passed,222,0,0,10,1,186,0,13,0,0,0,0,223,186,0,23
7,R,113,H R 2279,9-Jan-2014,3:59 PM,On Agreeing to the Amendment,None,Failed,1,226,0,5,188,2,0,10,0,0,0,0,189,228,0,15
8,R,113,H R 2279,9-Jan-2014,4:05 PM,On Agreeing to the Amendment,None,Failed,2,225,0,5,188,2,0,10,0,0,0,0,190,227,0,15
9,R,113,H R 2279,9-Jan-2014,4:23 PM,On Motion to Recommit with Instructions,Reducing Excessive Deadline Obligations Act of 2013,Failed,0,225,0,7,188,0,0,12,0,0,0,0,188,225,0,19
10,R,113,H R 2279,9-Jan-2014,4:31 PM,On Passage,Reducing Excessive Deadline Obligations Act of 2013,Passed,220,4,0,8,5,184,0,11,0,0,0,0,225,188,0,19
11,R,113,H R 3811,10-Jan-2014,10:54 AM,On Passage,Health Exchange Security and Transparency Act,Passed,224,0,0,8,67,122,0,11,0,0,0,0,291,122,0,19
12,R,113,H R 1513,13-Jan-2014,6:53 PM,On Motion to Suspend the Rules and Pass,"To revise the boundaries of the Gettysburg National Military Park to include the Gettysburg Train Station and certain land along Plum Run in Cumberland Township, to limit the means by which property within such revised boundaries may be acquired, and for other purposes",Passed,219,0,0,13,177,0,0,23,0,0,0,0,396,0,0,36
13,R,113,S 230,13-Jan-2014,7:00 PM,On Motion to Suspend the Rules and Pass,"To authorize the Peace Corps Commemorative Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes",Passed,211,7,0,14,176,0,0,24,0,0,0,0,387,7,0,38
14,R,113,H R 2274,14-Jan-2014,1:58 PM,"On Motion to Suspend the Rules and Pass, as Amended",To amend the Securities Exchange Act of 1934 to provide for a notice-filing registration procedure for brokers performing services in connection with the transfer of ownership of smaller privately held companies and to provide for regulation appropriate to the limited scope of the activities of such brokers,Passed,228,0,0,4,194,0,0,6,0,0,0,0,422,0,0,10
