Roll Call,Majority,Congress Num,Legislation Number,Date,Time,Question,Description,Result,Republican Yes,Republican No,Republican Present,Republican Not Voting,Democrat Yes,Democrat No,Democrat Present,Democrat Not Voting,Independent Yes,Independent No,Independent Present,Independent Not Voting,Total Yes,Total No,Total Present,Total Not Voting
1,D,103,QUORUM 1,5-Jan-1993,12:33 PM,Call of the House,None,Passed,0,0,175,0,0,0,254,0,0,0,1,0,0,0,430,0
2
3,D,103,H RES 5,5-Jan-1993,2:26 PM,TABLE MOTION TO REFER,RULES OF THE HOUSE,Passed,0,166,0,9,223,10,0,22,1,0,0,0,224,176,0,31
4,D,103,QUORUM 4,5-Jan-1993,4:35 PM,Call in Committee,None,Passed,0,0,167,8,0,0,241,14,0,0,1,0,0,0,409,22
5,D,103,H RES 5,5-Jan-1993,5:09 PM,ON ORDERING THE PREVIOUS QUESTION,RULES OF THE HOUSE,Passed,0,173,0,2,248,3,0,4,1,0,0,0,249,176,0,6
6,D,103,H RES 5,5-Jan-1993,5:29 PM,ON MOTION TO COMMIT WITH INSTRUCTIONS,RULES OF THE HOUSE,Failed,173,0,0,2,14,237,0,4,0,1,0,0,187,238,0,6
7,D,103,H RES 5,5-Jan-1993,5:49 PM,On Agreeing to the Resolution,RULES OF THE HOUSE,Passed,0,172,0,3,220,27,1,7,1,0,0,0,221,199,1,10
8,D,103,MOTION,26-Jan-1993,12:22 PM,On Approving the Journal,None,Passed,28,132,1,15,217,4,2,31,0,0,0,1,245,136,3,47
9,D,103,H RES 20,26-Jan-1993,3:01 PM,On Ordering the Previous Question,TO ESTABLISH THE SELECT COMMITTEE ON NARCOTICS ABUSE AND CONTROL,Passed,0,169,0,7,236,11,0,7,1,0,0,0,237,180,0,14
10,D,103,H RES 20,26-Jan-1993,3:22 PM,On Agreeing to the Resolution,TO ESTABLISH THE SELECT COMMITTEE ON NARCOTICS ABUSE AND CONTROL,Failed,15,154,0,7,164,83,0,7,1,0,0,0,180,237,0,14
11,D,103,MOTION,27-Jan-1993,12:27 PM,On Approving the Journal,None,Passed,22,142,0,12,224,4,1,26,0,0,0,1,246,146,1,39
12,D,103,H RES 58,3-Feb-1993,2:17 PM,On Ordering the Previous Question,PROVIDING FOR THE CONSIDERATION OF H.R. 1; FAMILY AND MEDICAL LEAVE ACT,Passed,0,173,0,2,245,3,0,6,1,0,0,0,246,176,0,8
13,D,103,H RES 58,3-Feb-1993,2:28 PM,On Agreeing to the Resolution,PROVIDING FOR THE CONSIDERATION OF H.R. 1; FAMILY AND MEDICAL LEAVE ACT,Passed,16,158,0,1,242,6,0,6,1,0,0,0,259,164,0,7
14,D,103,MOTION,3-Feb-1993,3:07 PM,TABLE APPEAL OF THE RULING OF THE CHAIR,None,Passed,0,174,0,1,250,0,0,4,1,0,0,0,251,174,0,5
15,D,103,H R 1,3-Feb-1993,8:10 PM,On Agreeing to the Amendment,None,Failed,157,16,0,2,30,227,0,2,0,1,0,0,187,244,0,4
16,D,103,H R 1,3-Feb-1993,8:47 PM,On Agreeing to the Amendment,None,Failed,156,15,0,4,29,222,0,8,0,1,0,0,185,238,0,12
17,D,103,H R 1,3-Feb-1993,9:28 PM,On Agreeing to the Amendment,None,Agreed to,174,0,0,1,49,208,0,2,0,1,0,0,223,209,0,3
18,D,103,H R 1,3-Feb-1993,9:49 PM,ON AGREEING TO THE AMENDMENT,None,Agreed to,37,137,0,1,231,26,0,2,1,0,0,0,269,163,0,3
19,D,103,H R 1,3-Feb-1993,10:09 PM,On Agreeing to the Amendment,None,Agreed to,174,0,0,1,47,203,0,4,0,1,0,0,221,204,0,5
20,D,103,H R 1,3-Feb-1993,10:22 PM,On Agreeing to the Amendment,None,Agreed to,38,136,0,1,227,26,0,1,1,0,0,0,266,162,0,2
21,D,103,H R 1,3-Feb-1993,10:52 PM,On Motion to Recommit with Instructions,FAMILY AND MEDICAL LEAVE ACT,Failed,172,2,0,1,3,250,0,1,0,1,0,0,175,253,0,2
22,D,103,H R 1,3-Feb-1993,11:06 PM,On Passage,FAMILY AND MEDICAL LEAVE ACT,Passed,40,134,0,1,224,29,0,1,1,0,0,0,265,163,0,2
23,D,103,H RES 59,4-Feb-1993,2:45 PM,On Ordering the Previous Question,PROVIDING FOR THE CONSIDERATION OF H.R. 2; NATIONAL VOTER REGISTRATION ACT,Passed,0,170,0,5,247,1,0,6,1,0,0,0,248,171,0,11
24,D,103,H RES 59,4-Feb-1993,2:57 PM,On Agreeing to the Resolution,PROVIDING FOR THE CONSIDERATION OF H.R. 2; NATIONAL VOTER REGISTRATION ACT,Passed,0,168,0,7,248,2,0,4,1,0,0,0,249,170,0,11
25,D,103,H R 2,4-Feb-1993,4:58 PM,RECOMMIT WITH INSTRUCTIONS,NATIONAL VOTER REGISTRATION ACT,Failed,166,3,0,6,0,249,0,5,0,1,0,0,166,253,0,11
