Roll Call,Majority,Congress Num,Legislation Number,Date,Time,Question,Description,Result,Republican Yes,Republican No,Republican Present,Republican Not Voting,Democrat Yes,Democrat No,Democrat Present,Democrat Not Voting,Independent Yes,Independent No,Independent Present,Independent Not Voting,Total Yes,Total No,Total Present,Total Not Voting
1,D,110,QUORUM,4-Jan-2007,12:32 PM,Call by States,None,Passed,0,0,202,0,0,0,233,0,0,0,0,0,0,0,435,0
2
3,D,110,H RES 5,4-Jan-2007,4:30 PM,On Ordering the Previous Question,"Providing for the consideration of H. Res. 6, adopting the Rules of the House of Representatives for the One Hundred Tenth Congress",Passed,0,197,0,5,222,0,0,11,0,0,0,0,222,197,0,16
4,D,110,H RES 5,4-Jan-2007,4:50 PM,On Motion to Commit with Instructions,"Providing for the consideration of H. Res. 6, adopting the Rules of the House of Representatives for the One Hundred Tenth Congress",Failed,199,0,0,3,0,232,0,0,0,0,0,0,199,232,0,3
5,D,110,H RES 5,4-Jan-2007,5:10 PM,On Agreeing to the Resolution,"Providing for the consideration of H. Res. 6, adopting the Rules of the House of Representatives for the One Hundred Tenth Congress",Passed,3,195,0,4,232,0,0,0,0,0,0,0,235,195,0,4
6,D,110,H RES 6,4-Jan-2007,6:11 PM,On adoption of Title I of the Resolution,Adopting the Rules of the House of Representatives for the One Hundred Tenth Congress,Passed,196,0,0,6,230,0,0,2,0,0,0,0,426,0,0,8
7,D,110,H RES 6,4-Jan-2007,7:29 PM,On adoption of Title 2 of the Resolution,Adopting the Rules of the House of Representatives for the One Hundred Tenth Congress,Passed,198,1,0,3,232,0,0,1,0,0,0,0,430,1,0,4
8,D,110,H RES 6,5-Jan-2007,12:46 PM,On adoption of Title 3 of the Resolution,Adopting the Rules of the House of Representatives for the One Hundred Tenth Congress,Passed,198,0,0,4,232,0,0,1,0,0,0,0,430,0,0,5
9,D,110,H RES 6,5-Jan-2007,12:59 PM,On adoption of Title 4 of the Resolution,Adopting the Rules of the House of Representatives for the One Hundred Tenth Congress,Passed,48,152,0,2,232,0,0,1,0,0,0,0,280,152,0,3
10,D,110,H RES 6,5-Jan-2007,1:20 PM,On Motion to Commit with Instructions,Adopting the Rules of the House of Representatives for the One Hundred Tenth Congress,Failed,200,0,0,2,0,232,0,1,0,0,0,0,200,232,0,3
11,D,110,H RES 6,5-Jan-2007,1:28 PM,On adoption of Title 5 of the resolution,Adopting the Rules of the House of Representatives for the One Hundred Tenth Congress,Passed,0,200,0,2,232,0,0,1,0,0,0,0,232,200,0,3
12,D,110,H RES 35,9-Jan-2007,6:04 PM,On Motion to Recommit,To enhance intelligence oversight authority,Failed,195,0,0,7,0,232,0,1,0,0,0,0,195,232,0,8
13,D,110,H RES 35,9-Jan-2007,6:18 PM,On Agreeing to the Resolution,To enhance intelligence oversight authority,Passed,8,188,0,6,231,0,0,2,0,0,0,0,239,188,0,8
14,D,110,H R 1,9-Jan-2007,7:09 PM,On Motion to Recommit with Instructions,Implementing the 9/11Commission Recommendations Act,Failed,196,0,0,6,2,230,0,1,0,0,0,0,198,230,0,7
15,D,110,H R 1,9-Jan-2007,7:17 PM,On Passage,Implementing the 9/11Commission Recommendations Act,Passed,68,128,0,6,231,0,0,2,0,0,0,0,299,128,0,8
16,D,110,H R 2,10-Jan-2007,4:31 PM,On Motion to Table the Appeal of the Ruling of the Chair,Fair Minimum Wage Act,Passed,0,197,0,5,232,0,0,1,0,0,0,0,232,197,0,6
17,D,110,H R 2,10-Jan-2007,5:02 PM,On Motion to Recommit with Instructions,Fair Minimum Wage Act,Failed,144,54,0,4,0,233,0,0,0,0,0,0,144,287,0,4
18,D,110,H R 2,10-Jan-2007,5:10 PM,On Passage,Fair Minimum Wage Act,Passed,82,116,0,4,233,0,0,0,0,0,0,0,315,116,0,4
19,D,110,H R 3,11-Jan-2007,3:02 PM,On Motion to Recommit with Instructions,Stem Cell Research Enhancement Act,Failed,178,18,0,6,11,220,0,2,0,0,0,0,189,238,0,8
20,D,110,H R 3,11-Jan-2007,3:11 PM,On Passage,Stem Cell Research Enhancement Act,Passed,37,158,0,7,216,16,0,1,0,0,0,0,253,174,0,8
21,D,110,H RES 15,11-Jan-2007,3:22 PM,"On Motion to Suspend the Rules and Agree, as Amended",Mourning the passing of President Gerald Rudolph Ford and celebrating his leadership and service to the people of the United States,Passed,193,0,0,9,230,0,0,3,0,0,0,0,423,0,0,12
22,D,110,H R 4,12-Jan-2007,2:14 PM,On Motion to Recommit with Instructions,Medicare Prescription Drug Price Negotiation Act,Failed,195,0,0,7,1,229,0,3,0,0,0,0,196,229,0,10
23,D,110,H R 4,12-Jan-2007,2:22 PM,On Passage,Medicare Prescription Drug Price Negotiation Act,Passed,24,170,0,8,231,0,0,2,0,0,0,0,255,170,0,10
24,D,110,H RES 61,16-Jan-2007,6:55 PM,On Motion to Suspend the Rules and Agree,"Observing the Birthday of Martin Luther King, Jr., and encouraging the people of the United States to observe the Birthday of Martin Luther King, Jr., and the life and legacy of Dr. Martin Luther King Jr., and for other purposes.",Passed,189,0,0,13,229,0,0,4,0,0,0,0,418,0,0,17
25,D,110,H RES 39,16-Jan-2007,7:05 PM,"On Motion to Suspend the Rules and Agree, as amended",Commending the University of Florida Gators for their victory in the 2006 Bowl Championship Series (BCS) and for winning the national college football championship.,Passed,187,1,1,13,227,0,2,4,0,0,0,0,414,1,3,17
26,D,110,H RES 43,16-Jan-2007,7:14 PM,On Motion to Suspend the Rules and Agree,Commending the Boise State University Broncos football team for winning the 2007 Fiesta Bowl and completing an undefeated season.,Passed,187,0,1,14,228,0,1,4,0,0,0,0,415,0,2,18
27,D,110,H CON RES 31,17-Jan-2007,12:48 PM,On Motion to Suspend the Rules and Agree,Honoring the Mare Island Original 21ers for their efforts to remedy racial discrimination in employment at Mare Island Naval Shipyard.,Passed,193,0,0,9,223,0,0,9,0,0,0,0,416,0,0,18
28,D,110,H R 434,17-Jan-2007,12:59 PM,On Motion to Suspend the Rules and Pass,"To provide for an additional temporary extension of programs under the Small Business Act and the Small Business Investment Act of 1958 through December 31, 2007, and for other purposes",Passed,190,2,0,10,223,0,0,9,0,0,0,0,413,2,0,19
29,D,110,H RES 65,17-Jan-2007,1:08 PM,On Ordering the Previous Question,"Providing for the consideration of H.R. 5, College Student Relief Act",Passed,1,191,0,10,224,0,0,8,0,0,0,0,225,191,0,18
30,D,110,H RES 65,17-Jan-2007,1:16 PM,On Agreeing to the Resolution,"Providing for the consideration of H.R. 5, College Student Relief Act",Passed,0,190,0,12,223,0,0,9,0,0,0,0,223,190,0,21
31,D,110,H R 5,17-Jan-2007,5:26 PM,On Motion to Recommit with Instructions,College Student Relief Act,Failed,186,9,0,7,0,232,0,1,0,0,0,0,186,241,0,8
32,D,110,H R 5,17-Jan-2007,5:35 PM,On Passage,College Student Relief Act,Passed,124,71,0,7,232,0,0,1,0,0,0,0,356,71,0,8
33,D,110,H RES 58,17-Jan-2007,5:44 PM,On Motion to Suspend the Rules and Agree,"To honor Muhammad Ali, global humanitarian, on the occasion of his 65th birthday and to extend best wishes to him and his family",Passed,190,0,0,12,231,0,0,2,0,0,0,0,421,0,0,14
34,D,110,ADJOURN,18-Jan-2007,11:22 AM,On Motion to Adjourn,None,Failed,184,5,0,13,0,228,0,5,0,0,0,0,184,233,0,18
35,D,110,H RES 66,18-Jan-2007,12:37 PM,On Ordering the Previous Question,"Providing for the consideration of H.R. 6, Creating Long-Term Energy Alternatives for the Nation Act",Passed,0,194,0,8,231,0,0,2,0,0,0,0,231,194,0,10
36,D,110,H RES 66,18-Jan-2007,12:47 PM,On Agreeing to the Resolution,"Providing for the consideration of H.R. 6, Creating Long-Term Energy Alternatives for the Nation Act",Passed,0,194,0,8,230,0,0,3,0,0,0,0,230,194,0,11
37,D,110,H R 6,18-Jan-2007,1:08 PM,On consideration of the bill,Creating Long-Term Energy Alternatives for the Nation Act,Passed,0,193,0,9,228,0,0,4,0,0,0,0,228,193,0,13
38,D,110,H R 6,18-Jan-2007,5:33 PM,On Motion to Recommit with Instructions,Creating Long-Term Energy Alternatives for the Nation Act,Failed,194,1,0,7,0,231,0,1,0,0,0,0,194,232,0,8
39,D,110,H R 6,18-Jan-2007,5:59 PM,Table Appeal of the Ruling of the Chair,Creating Long-Term Energy Alternatives for the Nation Act,Passed,0,195,0,7,230,0,0,2,0,0,0,0,230,195,0,9
40,D,110,H R 6,18-Jan-2007,6:09 PM,On Passage,Creating Long-Term Energy Alternatives for the Nation Act,Passed,36,159,0,7,228,4,0,1,0,0,0,0,264,163,0,8
41,D,110,H RES 62,18-Jan-2007,6:19 PM,On Motion to Suspend the Rules and Agree,Congratulating the Grand Valley State University Lakers for winning the 2006 NCAA Division II Football National Championship,Passed,191,0,0,11,231,0,0,2,0,0,0,0,422,0,0,13
