Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
1,104,1,,"January 5, 1995,  11:31 AM",On the Motion to Table S.Amdt. 1 to S.Res. 14 (No short title on file),Motion to Table Harkin Amdt No. 1,To amend the Standing Rules of the Senate to permit cloture to be invoked by a decreasing majority vote of Senators down to a majority of all Senators duly chosen and sworn.,Motion to Table Agreed to (76-19),'1/2',53,0,0,0,23,19,0,5,0,0,0,0,76,19,0,5,
2,104,1,,"January 5, 1995,  07:14 PM",On the Motion to Table S.Amdt. 3 to S. 2 (Congressional Accountability Act of 1995),Motion to Table Levin Amdt No. 3,To provide for the reform of the disclosure of lobbying activities intended to influence the Federal Government and for gift reform.,Motion to Table Agreed to (52-39),'1/2',49,2,0,2,3,37,0,7,0,0,0,0,52,39,0,9,
3,104,1,,"January 6, 1995,  11:46 AM",On the Motion to Table S.Amdt. 5 to S. 2 (Congressional Accountability Act of 1995),Motion to Table Wellstone Amdt. No. 5,To restrict political contributions by lobbyists.,Motion to Table Agreed to (74-17),'1/2',51,0,0,2,23,17,0,7,0,0,0,0,74,17,0,9,
4,104,1,,"January 6, 1995,  02:30 PM","On the Motion (motion to waive cba re: amdt no. 6, as modified)","motion to waive cba re: amdt no. 6, as modified",To establish Congressional enforcement of a balanced budget.,"Motion Rejected (30-53, 3/5 majority required)",'3/5',0,50,0,3,30,3,0,14,0,0,0,0,30,53,0,17,
5,104,1,,"January 6, 1995,  03:20 PM",On the Motion to Table S.Amdt. 7 to S. 2 (Congressional Accountability Act of 1995),MOTION TO TABLE SIMON AMDT NO. 7,To express the sense of the Senate regarding the Bridgestone/Firestone dispute.,Motion to Table Agreed to (56-23),'1/2',49,0,0,4,7,23,0,17,0,0,0,0,56,23,0,21,
6,104,1,,"January 10, 1995,  02:18 PM",On the Amendment S.Amdt. 8 to S.Amdt. 4 to S. 2 (Congressional Accountability Act of 1995),McConnell amdt. no. 8,To modify amendment number 4 to S. 2 to clarify Senate regulations on the use of frequent flyer miles.,Amendment Agreed to (55-44),'1/2',53,0,0,0,2,44,0,1,0,0,0,0,55,44,0,1,
7,104,1,,"January 10, 1995,  02:46 PM",On the Motion to Table S.Amdt. 9 to S. 2 (Congressional Accountability Act of 1995),Motion to table wellstone amdt. no. 9,To express the sense of the Senate with respect to a timetable for the Senate's prompt consideration of comprehensive gift ban legislation.,Motion to Table Agreed to (55-44),'1/2',52,1,0,0,3,43,0,1,0,0,0,0,55,44,0,1,
8,104,1,,"January 10, 1995,  03:13 PM",On the Motion to Table S.Amdt. 11 to S. 2 (Congressional Accountability Act of 1995),motion to table leahy amdt. no.11,To prohibit a request of any current or prospective congressional employee to respond to their views on organizations or policy matters.,Motion to Table Agreed to (79-20),'1/2',53,0,0,0,26,20,0,1,0,0,0,0,79,20,0,1,
9,104,1,,"January 10, 1995,  03:35 PM",On the Motion to Table S.Amdt. 10 to S. 2 (Congressional Accountability Act of 1995),motion to table Kerry amdt. no. 10,To restrict the use of campaign funds for personal purposes.,Motion to Table Agreed to (64-35),'1/2',52,1,0,0,12,34,0,1,0,0,0,0,64,35,0,1,
10,104,1,,"January 10, 1995,  04:29 PM",On the Motion to Table S.Amdt. 13 to S.Amdt. 4 to S. 2 (Congressional Accountability Act of 1995),motion to table glenn amdt. no. 13,To apply to the legislative branch the requirements regarding use of frequent flyer awards for official travel that are established in the Federal Acquisition Streamlining Act of 1994.,Motion to Table Agreed to (54-45),'1/2',53,0,0,0,1,45,0,1,0,0,0,0,54,45,0,1,
11,104,1,,"January 10, 1995,  06:16 PM",On the Motion to Table S.Amdt. 14 to S. 2 (Congressional Accountability Act of 1995),motion to table wellstone amdt. no. 14,To improve legislative accountability for the impact of legislation on children.,Motion to Table Agreed to (56-43),'1/2',53,0,0,0,3,43,0,1,0,0,0,0,56,43,0,1,
12,104,1,PN1,"January 10, 1995,  06:40 PM",On the Nomination PN1,nomination robert e. rubin secretary of the treasury,"Robert E. Rubin, of New York, to be Secretary of the Treasury",Nomination Confirmed (99-0),'1/2',53,0,0,0,46,0,0,1,0,0,0,0,99,0,0,1,
13,104,1,,"January 11, 1995,  05:22 PM",On the Motion to Table S.Amdt. 15 to S. 2 (Congressional Accountability Act of 1995),motion to table lautenberg amdt no. 15,"To reduce the pay of Members of Congress by the same percentage as other spending is reduced in any sequester caused by the failure of Congress to meet budget limitations on spending, or the budget deficit.",Motion to Table Agreed to (61-38),'1/2',53,0,0,0,8,38,0,1,0,0,0,0,61,38,0,1,
14,104,1,S. 2,"January 11, 1995,  05:46 PM",On Passage of the Bill S. 2,final passage s.2,A bill to make certain laws applicable to the legislative branch of the Federal Government.,Bill Passed (98-1),'1/2',53,0,0,0,45,1,0,1,0,0,0,0,98,1,0,1,
