Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
1,102,1,S.J.Res. 1,"January 12, 1991,  11:34 AM",On the Joint Resolution S.J.Res. 1,Nunn Resolution Re: Persian Gulf - S.J.Res.1,A joint resolution regarding United States policy to reverse Iraq's occupation of Kuwait.,Joint Resolution Defeated (46-53),'1/2',1,43,0,0,45,10,0,1,0,0,0,0,46,53,0,1,
2,102,1,S.J.Res. 2,"January 12, 1991,  02:44 PM",On the Joint Resolution S.J.Res. 2,S.J.Res.2,A joint resolution to authorize the use of United States Armed Forces pursuant to United Nations Security Council Resolution 678.,Joint Resolution Passed (52-47),'1/2',42,2,0,0,10,45,0,1,0,0,0,0,52,47,0,1,
3,102,1,S.Con.Res. 2,"January 17, 1991,  06:09 PM",On the Concurrent Resolution S.Con.Res. 2,S. Con. Res. 2,A concurrent resolution supporting the United States presence in the Persian Gulf.,Concurrent Resolution Agreed to (98-0),'1/2',44,0,0,0,54,0,0,2,0,0,0,0,98,0,0,2,
4,102,1,H.R. 4,"January 24, 1991,  12:20 PM",On Passage of the Bill H.R. 4,H.R. 4 Final Passage,A bill to extend the time for performing certain acts under the internal revenue laws for individuals performing services as part of the Desert Shield operation.,Bill Passed (99-0),'1/2',44,0,0,0,55,0,0,1,0,0,0,0,99,0,0,1,
5,102,1,H.R. 3,"January 24, 1991,  12:40 PM",On Passage of the Bill H.R. 3,H.R. 3 Final Passage,"A bill to amend title 38, United States Code, to revise, effective as of January 1, 1991, the rates of disability compensation for veterans with service-connected disabilities and the rates of dependency and indemnity compensation for survivors of such veterans.",Bill Passed (99-0),'1/2',44,0,0,0,55,0,0,1,0,0,0,0,99,0,0,1,
6,102,1,S.Con.Res. 6,"January 24, 1991,  12:52 PM",On the Concurrent Resolution S.Con.Res. 6,S.Con.Res.6,A concurrent resolution to express the sense of the Congress that the President should review economic benefits provided to the Soviet Union in light of the crisis in the Baltic states.,Concurrent Resolution Agreed to (99-0),'1/2',44,0,0,0,55,0,0,1,0,0,0,0,99,0,0,1,
7,102,1,S.Con.Res. 5,"January 24, 1991,  01:08 PM",On the Concurrent Resolution S.Con.Res. 5,S.Con.Res.5,A concurrent resolution demanding that the Government of Iraq abide by the Geneva Convention regarding the treatment of prisoners of war.,Concurrent Resolution Agreed to (99-0),'1/2',44,0,0,0,55,0,0,1,0,0,0,0,99,0,0,1,
8,102,1,S.Con.Res. 4,"January 24, 1991,  01:20 PM",On the Concurrent Resolution S.Con.Res. 4,S.Con.Res.4,A concurrent resolution condemning Iraq's unprovoked attack on Israel.,Concurrent Resolution Agreed to (99-0),'1/2',44,0,0,0,55,0,0,1,0,0,0,0,99,0,0,1,
9,102,1,H.R. 556,"January 30, 1991,  02:19 PM",On Passage of the Bill H.R. 556,H.R. 556,"A bill to provide for the Secretary of Veterans Affairs to obtain independent scientific review of the available scientific evidence regarding associations between diseases and exposure to dioxin and other chemical compounds in herbicides, and for other purposes.",Bill Passed (99-0),'1/2',44,0,0,0,55,0,0,1,0,0,0,0,99,0,0,1,
10,102,1,S.J.Res. 44,"January 31, 1991,  02:29 PM",On the Joint Resolution S.J.Res. 44,S.J.Res.44,A joint resolution suspending certain provisions of law pursuant to section 258(a)(2) of the Balanced Budget and Emergency Deficit Control Act of 1985.,Joint Resolution Defeated (2-97),'1/2',0,44,0,0,2,53,0,1,0,0,0,0,2,97,0,1,
