Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
1,111,1,S. 22,"January 11, 2009,  02:00 PM",On the Cloture Motion S. 22,Motion to Invoke Cloture on the Motion to Proceed to S. 22,"A bill to designate certain land components of the National Wilderness Preservation System, to authorize certain programs and activities in the Department of the Interior and the Department of Agriculture, and for other purposes.","Cloture Motion Agreed to (66-12, 3/5 majority required)",'3/5',12,12,0,17,52,0,0,3,2,0,0,0,66,12,0,20,
2,111,1,S. 22,"January 14, 2009,  10:31 AM",On the Cloture Motion S. 22,Motion to Invoke Cloture on S.22.,"A bill to designate certain land as components of the National Wilderness Preservation System, to authorize certain programs and activities in the Department of the Interior and the Department of Agriculture, and for other purposes.","Cloture Motion Agreed to (68-24, 3/5 majority required)",'3/5',17,23,0,1,49,1,0,5,2,0,0,0,68,24,0,6,
3,111,1,S. 22,"January 15, 2009,  12:21 PM",On Passage of the Bill S. 22,S.22 as Amended.,"A bill to designate certain land as components of the National Wilderness Preservation System, to authorize certain programs and activities in the Department of the Interior and the Department of Agriculture, and for other purposes.",Bill Passed (73-21),'1/2',19,21,0,1,52,0,0,3,2,0,0,0,73,21,0,4,
4,111,1,S. 181,"January 15, 2009,  12:58 PM",On the Cloture Motion S. 181,Motion to Invoke Cloture on the Motion to Proceed to S.181,"A bill to amend title VII of the Civil Rights Act of 1964 and the Age Discrimination in Employment Act of 1967, and to modify the operation of the Americans with Disabilities Act of 1990 and the Rehabilitation Act of 1973, to clarify that a discriminatory compensation decision or other practice that is unlawful under such Acts occurs each time compensation is paid pursuant to the discriminatory compensation decision or other practice, and for other purposes.","Cloture Motion Agreed to (72-23, 3/5 majority required)",'3/5',17,23,0,1,53,0,0,2,2,0,0,0,72,23,0,3,
5,111,1,S.J.Res. 5,"January 15, 2009,  04:28 PM",On the Joint Resolution S.J.Res. 5,S.J.Res. 5,A joint resolution relating to the disapproval of obligations under the Emergency Economic Stabilization Act of 2008.,Joint Resolution Defeated (42-52),'1/2',33,6,0,2,8,45,0,3,1,1,0,0,42,52,2,3,
6,111,1,PN64-1,"January 21, 2009,  04:13 PM",On the Nomination PN64-1,"Confirmation Hillary Rodham Clinton, of New York, to be Secretary of State","Hillary Rodham Clinton, of New York, to be Secretary of State",Nomination Confirmed (94-2),'1/2',39,2,0,0,53,0,0,2,2,0,0,0,94,2,0,2,
7,111,1,,"January 22, 2009,  11:35 AM",On the Amendment S.Amdt. 25 to S. 181 (Lilly Ledbetter Fair Pay Act of 2009),Hutchison Amendment No. 25,In the nature of a substitute.,Amendment Rejected (40-55),'1/2',40,1,0,0,0,52,0,2,0,2,0,0,40,55,0,2,
8,111,1,,"January 22, 2009,  03:05 PM",On the Motion to Table S.Amdt. 26 to S. 181 (Lilly Ledbetter Fair Pay Act of 2009),Motion to Table Specter Amdt. No. 26,To provide a rule of construction.,Motion to Table Agreed to (53-43),'1/2',1,40,0,0,50,3,0,1,2,0,0,0,53,43,0,1,
9,111,1,,"January 22, 2009,  03:31 PM",On the Motion to Table S.Amdt. 27 to S. 181 (Lilly Ledbetter Fair Pay Act of 2009),Motion to Table Specter Amdt. No. 27,To limit the application of the bill to discriminatory compensation decisions.,Motion to Table Agreed to (55-39),'1/2',2,39,0,0,51,0,0,3,2,0,0,0,55,39,0,3,
10,111,1,,"January 22, 2009,  03:51 PM",On the Motion to Table S.Amdt. 28 to S. 181 (Lilly Ledbetter Fair Pay Act of 2009),Motion to Table Enzi Amdt. No. 28,To clarify standing.,Motion to Table Agreed to (55-41),'1/2',1,40,0,0,52,1,0,1,2,0,0,0,55,41,0,1,
