Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
1,106,1,,"January 8, 1999,  04:21 PM",On the Resolution (S.Res.16),S.Res.16,,Resolution Agreed to (100-0),'1/2',55,0,0,0,45,0,0,0,0,0,0,0,100,0,0,0,
2,106,1,,"January 25, 1999,  05:09 PM",On the Motion (Harkin motion to suspend the rules),Harkin motion to suspend the rules,,"Motion Rejected (43-57, 2/3 majority required)",'2/3',3,52,0,0,40,5,0,0,0,0,0,0,43,57,0,0,
3,106,1,,"January 26, 1999,  04:07 PM",On the Motion (Harkin motion to suspend the rules),Harkin motion to suspend the rules,,"Motion Rejected (41-58, 2/3 majority required)",'2/3',3,52,0,0,38,6,0,1,0,0,0,0,41,58,0,1,
4,106,1,,"January 27, 1999,  01:11 PM",On the Motion (Byrd motion to dismiss the impeachment proceedings),Byrd motion to dismiss the impeachment proceedings,,Motion Rejected (44-56),'1/2',0,55,0,0,44,1,0,0,0,0,0,0,44,56,0,0,
5,106,1,,"January 27, 1999,  01:21 PM","On the Motion (House Mgrs. motion to subpoena witnesses, admit evidence not in recor)","House Mgrs. motion to subpoena witnesses, admit evidence not in recor",,Motion Agreed to (56-44),'1/2',55,0,0,0,1,44,0,0,0,0,0,0,56,44,0,0,
6,106,1,,"January 28, 1999,  05:40 PM",On the Amendment S.Amdt. 1 to S.Res. 30 (No short title on file),Daschle Amdt. No. 1,In the nature of a substitute.,Amendment Rejected (44-54),'1/2',0,54,0,1,44,0,0,1,0,0,0,0,44,54,0,2,
7,106,1,,"January 28, 1999,  05:54 PM",On the Amendment S.Amdt. 2 to S.Res. 30 (No short title on file),Daschle Amdt. No. 2,In the nature of a substitute.,Amendment Rejected (43-55),'1/2',0,54,0,1,43,1,0,1,0,0,0,0,43,55,0,2,
8,106,1,,"January 28, 1999,  06:20 PM",On the Resolution (S.Res. 30 as amended),S.Res. 30 as amended,,Resolution Agreed to (54-44),'1/2',54,0,0,1,0,44,0,1,0,0,0,0,54,44,0,2,
9,106,1,,"February 4, 1999,  03:13 PM",On the Motion (Division I of House Mngrs. Motion RE: Admission of Evidence),Division I of House Mngrs. Motion RE: Admission of Evidence,,Motion Agreed to (100-0),'1/2',55,0,0,0,45,0,0,0,0,0,0,0,100,0,0,0,
10,106,1,,"February 4, 1999,  03:24 PM",On the Motion (Division III House Mgrs Motion Re: Appearance of Witnesses),Division III House Mgrs Motion Re: Appearance of Witnesses,,Motion Rejected (30-70),'1/2',30,25,0,0,0,45,0,0,0,0,0,0,30,70,0,0,
11,106,1,,"February 4, 1999,  03:35 PM",On the Motion (Murray Motion to Substitute Division III of House Motion),Murray Motion to Substitute Division III of House Motion,,Motion Rejected (27-73),'1/2',2,53,0,0,25,20,0,0,0,0,0,0,27,73,0,0,
