Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
1,105,1,PN1,"January 22, 1997,  02:17 PM",On the Nomination PN1,Nomination of Madeleine K. Albright to be Secretary of State,"Madeleine Korbel Albright, of the District of Columbia, to be Secretary of State",Nomination Confirmed (99-0),'1/2',55,0,0,0,44,0,0,1,0,0,0,0,99,0,0,1,
2,105,1,PN2,"January 22, 1997,  03:28 PM",On the Nomination PN2,Nomination of William S. Cohen to be Secretary of Defense,"William S. Cohen, of Maine, to be Secretary of Defense",Nomination Confirmed (99-0),'1/2',55,0,0,0,44,0,0,1,0,0,0,0,99,0,0,1,
3,105,1,PN80,"January 29, 1997,  10:01 AM",On the Nomination PN80,Nomination of Andrew M. Cuomo to be Secretary of H.U.D,"Andrew M. Cuomo, of New York, to be Secretary of Housing and Urban Development",Nomination Confirmed (99-0),'1/2',55,0,0,0,44,0,0,1,0,0,0,0,99,0,0,1,
4,105,1,PN81,"January 30, 1997,  10:00 AM",On the Nomination PN81,"NOMINATION, WILLIAM M. DALEY TO BE SECRETARY OF COMMERCE","William M. Daley, of Illinois, to be Secretary of Commerce",Nomination Confirmed (95-2),'1/2',50,2,0,3,45,0,0,0,0,0,0,0,95,2,0,3,
5,105,1,S.Res. 47,"February 4, 1997,  04:59 PM",On the Resolution S.Res. 47,s.res.47,A resolution expressing the sense of the Senate concerning the need for accurate guidelines for breast cancer screening for women between the ages of 40 and 49.,Resolution Agreed to (98-0),'1/2',54,0,0,1,44,0,0,1,0,0,0,0,98,0,0,2,
6,105,1,PN83,"February 6, 1997,  03:01 PM",On the Nomination PN83,nomination - Rodney E. Slater to be Secretary of Transportation,"Rodney E. Slater, of Arkansas, to be Secretary of Transportation",Nomination Confirmed (98-0),'1/2',53,0,0,2,45,0,0,0,0,0,0,0,98,0,0,2,
7,105,1,,"February 10, 1997,  05:28 PM",On the Motion to Table S.Amdt. 2 to S.J.Res. 1 (No short title on file),motion to table the Durbin amdt (SP 2) to s.j.res.1,To allow waiver of the article in the event of an economic recession or serious economic emergency.,Motion to Table Agreed to (64-35),'1/2',54,0,0,1,10,35,0,0,0,0,0,0,64,35,0,1,
8,105,1,,"February 11, 1997,  03:13 PM",On the Motion to Table S.Amdt. 3 to S.J.Res. 1 (No short title on file),Motion to Table Wellstone Amendment no.3,"To state the policy of the United States that, in achieving a balanced budget, Federal outlays should not be reduced in a manner that disproportionately affects outlays for education, nutrition, and health programs for poor children.",Motion to Table Agreed to (64-36),'1/2',54,1,0,0,10,35,0,0,0,0,0,0,64,36,0,0,
9,105,1,PN3,"February 11, 1997,  04:29 PM",On the Nomination PN3,Nomination of Bill Richardson To be Ambassador to the U.N.,"Bill Richardson, of New Mexico, to be the Representative of the United States of America to the United Nations with the rank and status of Ambassador, and the Representative of the United States of America in the Security Council of the United Nations",Nomination Confirmed (100-0),'1/2',55,0,0,0,45,0,0,0,0,0,0,0,100,0,0,0,
10,105,1,,"February 12, 1997,  05:27 PM",On the Motion to Table S.Amdt. 4 to S.J.Res. 1 (No short title on file),motion to table dodd amdt no. 4,To simplify the conditions for a declaration of an imminent and serious threat to national security.,Motion to Table Agreed to (64-36),'1/2',55,0,0,0,9,36,0,0,0,0,0,0,64,36,0,0,
