Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
1,107,1,PN101,"January 23, 2001,  02:44 PM",On the Nomination PN101,"Confirmation: Mitchell E. Daniels, to be Director of the O.M.B.","Mitchell E. Daniels, Jr., of Indiana, to be Director of the Office of Management and Budget",Nomination Confirmed (100-0),'1/2',50,0,0,0,50,0,0,0,0,0,0,0,100,0,0,0,
2,107,1,PN102,"January 23, 2001,  02:44 PM",On the Nomination PN102,Nomination: Anthony Joseph Principi to be Secretary of Veterans Affairs,"Anthony Joseph Principi, of California, to be Secretary of Veterans Affairs",Nomination Confirmed (100-0),'1/2',50,0,0,0,50,0,0,0,0,0,0,0,100,0,0,0,
3,107,1,PN93,"January 23, 2001,  02:44 PM",On the Nomination PN93,"Nomination: Melquiades Rafael Martinez, to be Secretary of H.U.D.","Melquiades Rafael Martinez, of Florida, to be Secretary of Housing and Urban Development",Nomination Confirmed (100-0),'1/2',50,0,0,0,50,0,0,0,0,0,0,0,100,0,0,0,
4,107,1,PN98,"January 24, 2001,  11:31 AM",On the Nomination PN98,Confirmation: Tommy G. Thompson to be Secretary of Health And Human Services,"Tommy G. Thompson, of Wisconsin, to be Secretary of Health and Human Services",Nomination Confirmed (100-0),'1/2',50,0,0,0,50,0,0,0,0,0,0,0,100,0,0,0,
5,107,1,PN104,"January 24, 2001,  12:02 PM",On the Nomination PN104,Confirmation: Norman Y. Mineta to be Secretary of Transportation,"Norman Y. Mineta, of California, to be Secretary of Transportation",Nomination Confirmed (100-0),'1/2',50,0,0,0,50,0,0,0,0,0,0,0,100,0,0,0,
6,107,1,PN96,"January 30, 2001,  02:46 PM",On the Nomination PN96,Confirmation: Gale Ann Norton to be Secretary of the Interior,"Gale Ann Norton, of Colorado, to be Secretary of the Interior",Nomination Confirmed (75-24),'1/2',50,0,0,0,25,24,0,1,0,0,0,0,75,24,0,1,
7,107,1,PN97,"January 30, 2001,  03:17 PM",On the Nomination PN97,"Nomination: Christine Todd Whitman, to be Administrator, E.P.A. ","Christine Todd Whitman, of New Jersey, to be Administrator of the Environmental Protection Agency",Nomination Confirmed (99-0),'1/2',50,0,0,0,49,0,0,1,0,0,0,0,99,0,0,1,
8,107,1,PN107,"February 1, 2001,  01:39 PM",On the Nomination PN107,"Confirmation: John Ashcroft, of Missouri, to be Attorney General","John Ashcroft, of Missouri, to be Attorney General",Nomination Confirmed (58-42),'1/2',50,0,0,0,8,42,0,0,0,0,0,0,58,42,0,0,
9,107,1,PN105,"February 6, 2001,  04:20 PM",On the Nomination PN105,"Confirmation: Robert B. Zoellick, to be U.S. Trade Representative","Robert B. Zoellick, of Virginia, to be United States Trade Representative, with the rank of Ambassador",Nomination Confirmed (98-0),'1/2',50,0,0,0,48,0,0,2,0,0,0,0,98,0,0,2,
10,107,1,S. 248,"February 7, 2001,  03:00 PM",On Passage of the Bill S. 248,S.248,"A bill to amend the Admiral James W. Nance and Meg Donovan Foreign Relations Authorization Act, Fiscal Years 2000 and 2001, to adjust a condition on the payment of arrearages to the United Nations that sets the maximum share of any United Nations peacekeeping operation's budget that may be assessed of any  country.",Bill Passed (99-0),'1/2',50,0,0,0,49,0,0,1,0,0,0,0,99,0,0,1,
11,107,1,S. 235,"February 8, 2001,  02:53 PM",On Passage of the Bill S. 235,S.235,"A bill to provide for enhanced safety, public awareness, and environmental protection in pipeline transportation, and for other purposes.",Bill Passed (98-0),'1/2',49,0,0,1,49,0,0,1,0,0,0,0,98,0,0,2,
12,107,1,S. 320,"February 14, 2001,  03:04 PM",On Passage of the Bill S. 320,S. 320,"A bill to make technical corrections in patent, copyright, and trademark laws.",Bill Passed (98-0),'1/2',48,0,0,2,50,0,0,0,0,0,0,0,98,0,0,2,
13,107,1,PN111,"February 15, 2001,  01:40 PM",On the Nomination PN111,"Confirmation: Joe M. Allbaugh, of Texas, to be Director of FEMA","Joe M. Allbaugh, of Texas, to be Director of the Federal Emergency Management Agency",Nomination Confirmed (91-0),'1/2',44,0,0,6,47,0,0,3,0,0,0,0,91,0,0,9,
14,107,1,PN168,"February 28, 2001,  05:43 PM",On the Nomination PN168,Confirmation: John M. Duncan to be Deputy Undersecretary of the Treasury,"John M. Duncan, of the District of Columbia, to be a Deputy Under Secretary of the Treasury",Nomination Confirmed (94-0),'1/2',48,0,0,2,46,0,0,4,0,0,0,0,94,0,0,6,
15,107,1,S.J.Res. 6,"March 6, 2001,  08:16 PM",On the Joint Resolution S.J.Res. 6,S.J.Res. 6,"A joint resolution providing for congressional disapproval of the rule submitted by the Department of Labor under chapter 8 of title 5, United States Code, relating to ergonomics.",Joint Resolution Passed (56-44),'1/2',50,0,0,0,6,44,0,0,0,0,0,0,56,44,0,0,
16,107,1,,"March 7, 2001,  06:55 PM",On the Amendment S.Amdt. 14 to S. 420 (Bankruptcy Reform Act of 2001),Wellstone Amdt. No. 14,To create an exemption for certain debtors that can demonstrate to the satisfaction of the court that the reason for the filing was a result of debts incurred through medical expenses.,Amendment Rejected (34-65),'1/2',0,49,0,1,34,16,0,0,0,0,0,0,34,65,1,0,
17,107,1,,"March 7, 2001,  07:23 PM",On the Motion to Table S.Amdt. 13 to S. 420 (Bankruptcy Reform Act of 2001),Motion to Table Leahy Amendment No. 13,To provide small business creditors priority over larger businesses relating to distribution of the bankruptcy estate.,Motion to Table Agreed to (58-41),'1/2',49,0,0,1,9,41,0,0,0,0,0,0,58,41,1,0,
18,107,1,,"March 8, 2001,  11:52 AM",On the Motion to Table S.Amdt. 17 to S. 420 (Bankruptcy Reform Act of 2001),"Motion to Table Durbin Amdt. No. 17, as modified","To make an amendment with respect to predatory lending practices, and for other purposes.",Motion to Table Agreed to (50-49),'1/2',46,3,0,1,4,46,0,0,0,0,0,0,50,49,1,0,
19,107,1,,"March 8, 2001,  03:32 PM",On the Motion to Table S.Amdt. 26 to S. 420 (Bankruptcy Reform Act of 2001),Motion to Table Kerry Amdt. No. 26,"To strike certain provisions relating to small businesses, and for other purposes,",Motion to Table Agreed to (55-41),'1/2',46,0,0,4,9,41,0,0,0,0,0,0,55,41,1,3,
20,107,1,,"March 13, 2001,  11:03 AM",On the Motion to Table S.Amdt. 27 to S. 420 (Bankruptcy Reform Act of 2001),"Motion to Table Feinstein Amendment No. 27, as modified",To make an amendment with respect to extensions of credit to underage consumers.,Motion to Table Agreed to (55-42),'1/2',46,2,0,2,9,40,0,1,0,0,0,0,55,42,1,2,
21,107,1,,"March 13, 2001,  11:32 AM",On the Motion to Table S.Amdt. 39 to S. 420 (Bankruptcy Reform Act of 2001),Motion to Table Kennedy Amdt. No. 39,To remove the dollar limitation on retirement savings protected in bankruptcy.,Motion to Table Agreed to (61-37),'1/2',45,4,0,1,16,33,0,1,0,0,0,0,61,37,1,1,
22,107,1,,"March 13, 2001,  02:48 PM",On the Motion (Motion to Waive CBA re: Conrad Amendment No. 29),Motion to Waive CBA re: Conrad Amendment No. 29,To establish an off-budget lockbox to strengthen Social Security and Medicare.,"Motion Rejected (53-47, 3/5 majority required)",'3/5',3,47,0,0,50,0,0,0,0,0,0,0,53,47,0,0,
23,107,1,,"March 13, 2001,  03:15 PM",On the Motion (Motion to Waive CBA re: Sessions Amendment No. 32),Motion to Waive CBA re: Sessions Amendment No. 32,To establish a procedure to safeguard the surpluses of the Social Security and Medicare hospital insurance trust funds.,"Motion Rejected (52-48, 3/5 majority required)",'3/5',50,0,0,0,2,48,0,0,0,0,0,0,52,48,0,0,
24,107,1,,"March 13, 2001,  05:28 PM",On the Motion to Table S.Amdt. 25 to S. 420 (Bankruptcy Reform Act of 2001),"Motion to Table Schumer Amendment No. 25, as modified",To make an amendment with respect to the preservation of claims and defenses upon the sale or transfer of a predatory loan.,Motion to Table Failed (44-55),'1/2',43,6,0,1,1,49,0,0,0,0,0,0,44,55,1,0,
25,107,1,,"March 13, 2001,  05:55 PM",On the Motion to Table S.Amdt. 75 to S. 420 (Bankruptcy Reform Act of 2001),Motion to Table Dodd Amdt. No. 75,To amend the Truth in Lending Act with respect to extensions of credit to consumers under the age of 21.,Motion to Table Agreed to (58-41),'1/2',49,0,0,1,9,41,0,0,0,0,0,0,58,41,1,0,
26,107,1,,"March 14, 2001,  10:58 AM",On the Motion to Table S.Amdt. 78 to S. 420 (Bankruptcy Reform Act of 2001),Motion to Table Wyden Amendment No. 78,To provide for the nondischargeability of debts arising from the exchange of electric energy.,Motion to Table Agreed to (67-30),'1/2',39,10,0,1,28,20,0,2,0,0,0,0,67,30,1,2,
27,107,1,,"March 14, 2001,  03:34 PM",On the Motion to Table S.Amdt. 93 to S. 420 (Bankruptcy Reform Act of 2001),Motion to Table Durbin Amendment No. 93,To provide a complete substitute.,Motion to Table Agreed to (64-35),'1/2',49,0,0,1,15,35,0,0,0,0,0,0,64,35,1,0,
28,107,1,,"March 14, 2001,  04:04 PM",On the Motion to Table S.Amdt. 36 to S. 420 (Bankruptcy Reform Act of 2001),"Motion to Table Wellstone Amdt. No. 36, as modified",To disallow certain claims and prohibit coercive debt collection practices.,Motion to Table Agreed to (58-41),'1/2',49,0,0,1,9,41,0,0,0,0,0,0,58,41,1,0,
29,107,1,S. 420,"March 14, 2001,  04:32 PM",On the Cloture Motion S. 420,Motion to Invoke Cloture on S.420,"An original bill to amend title 11, United States Code, and for other purposes.","Cloture Motion Agreed to (80-19, 3/5 majority required)",'3/5',49,0,0,1,31,19,0,0,0,0,0,0,80,19,1,0,
