Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
1,109,2,PN1059,"January 30, 2006,  04:40 PM",On the Cloture Motion PN1059,"Motion to Invoke Cloture On The Nomination of Samuel A. Alito, Jr. of New Jersey, To Be An Associate Justice Of The Supreme Court","Samuel A. Alito, Jr., of New Jersey, to be an Associate Justice of the Supreme Court of the United States","Cloture Motion Agreed to (72-25, 3/5 majority required)",'3/5',53,0,0,2,19,24,0,1,0,1,0,0,72,25,0,3,
2,109,2,PN1059,"January 31, 2006,  11:01 AM",On the Nomination PN1059,"Confirmation Samuel A. Alito, Jr., of New Jersey, to be an Associate Justice","Samuel A. Alito, Jr., of New Jersey, to be an Associate Justice of the Supreme Court of the United States",Nomination Confirmed (58-42),'1/2',54,1,0,0,4,40,0,0,0,1,0,0,58,42,0,0,
3,109,2,,"February 2, 2006,  06:45 PM",On the Motion (Motion to Waive CBA Conrad Amdt. No. 2729),Motion to Waive CBA Conrad Amdt. No. 2729,To provide revenue provisions.,"Motion Rejected (44-52, 3/5 majority required)",'3/5',1,51,0,3,42,1,0,1,1,0,0,0,44,52,0,4,
4,109,2,,"February 2, 2006,  07:16 PM",On the Amendment S.Amdt. 2731 to S.Amdt. 2707 to H.R. 4297 (Tax Increase Prevention and Reconciliation Act of 2005),Grassley Amdt. No. 2731,To express the sense of the Senate regarding the Medicare part D prescription drug program.,Amendment Rejected (42-54),'1/2',42,10,0,3,0,43,0,1,0,1,0,0,42,54,0,4,
5,109,2,,"February 2, 2006,  07:34 PM",On the Motion (Motion to Waive CBA Re: Nelson (FL) Amdt. No. 2730),Motion to Waive CBA Re: Nelson (FL) Amdt. No. 2730,To provide for necessary beneficiary protections in order to ensure access to coverage under the Medicare part D prescription drug program.,"Motion Rejected (52-45, 3/5 majority required)",'3/5',8,45,0,2,43,0,0,1,1,0,0,0,52,45,0,3,
6,109,2,,"February 2, 2006,  07:51 PM",On the Motion (Motion to Waive CBA Clinton Amdt. No. 2716),Motion to Waive CBA Clinton Amdt. No. 2716,"To establish a congressional commission to examine the Federal, State, and local response to the devastation wrought by Hurricane Katrina in the Gulf Region of the United States especially in the States of Louisiana, Mississippi, Alabama, and other areas impacted in the aftermath and make immediate corrective measures to improve such responses in the future.","Motion Rejected (44-53, 3/5 majority required)",'3/5',0,53,0,2,43,0,0,1,1,0,0,0,44,53,0,3,
7,109,2,,"February 2, 2006,  08:37 PM",On the Motion (Motion to Waive CBA Dodd Amdt. No. 2735),Motion to Waive CBA Dodd Amdt. No. 2735,To support the health needs of our veterans and military personnel and reduce the deficit by making tax rates fairer for all Americans.,"Motion Rejected (44-53, 3/5 majority required)",'3/5',1,52,0,2,42,1,0,1,1,0,0,0,44,53,0,3,
8,109,2,,"February 2, 2006,  08:59 PM",On the Motion (Motion to Waive CBA Reed Amdt. No. 2737),Motion to Waive CBA Reed Amdt. No. 2737,"To strengthen America's military, to repeal the extension of tax rates for capital gains and dividends, to reduce the deficit, and for other purposes.","Motion Rejected (44-53, 3/5 majority required)",'3/5',1,52,0,2,42,1,0,1,1,0,0,0,44,53,0,3,
9,109,2,,"February 2, 2006,  09:19 PM",On the Amendment S.Amdt. 2705 to S.Amdt. 2707 to H.R. 4297 (Tax Increase Prevention and Reconciliation Act of 2005),Menendez Amdt. No. 2705,To express the sense of the Senate that protecting middle-class families from the alternative minimum tax should be a higher priority for Congress in 2006 than extending a tax cut that does not expire until the end of 2008.,Amendment Agreed to (73-24),'1/2',29,24,0,2,43,0,0,1,1,0,0,0,73,24,0,3,
10,109,2,H.R. 4297,"February 2, 2006,  09:42 PM",On Passage of the Bill H.R. 4297,H.R. 4297 As Amended,A bill to provide for reconciliation pursuant to section 201(b) of the concurrent resolution on the budget for fiscal year 2006.,Bill Passed (66-31),'1/2',49,4,0,2,17,26,0,1,0,1,0,0,66,31,0,3,
