Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
1,108,1,,"January 7, 2003,  05:09 PM",On the Motion to Adjourn (Motion to Adjourn),Motion to Adjourn,,Motion to Adjourn Agreed to (51-46),'1/2',51,0,0,0,0,45,0,3,0,1,0,0,51,46,0,3,
2,108,1,,"January 16, 2003,  12:30 PM","On the Amendment S.Amdt. 2 to H.J.Res. 2 (Consolidated Appropriations Resolution, 2003)",Byrd Amendment No. 2,To provide additional funds for certain homeland security measures.,Amendment Rejected (45-51),'1/2',0,50,0,1,44,1,0,3,1,0,0,0,45,51,0,4,
3,108,1,,"January 16, 2003,  02:07 PM","On the Amendment S.Amdt. 8 to H.J.Res. 2 (Consolidated Appropriations Resolution, 2003)",Byrd Amendment No. 8,To provide additional funds for certain homeland security measures.,Amendment Rejected (45-51),'1/2',0,50,0,1,44,1,0,3,1,0,0,0,45,51,0,4,
4,108,1,,"January 16, 2003,  06:05 PM","On the Amendment S.Amdt. 19 to H.J.Res. 2 (Consolidated Appropriations Resolution, 2003)",Gregg Amdt. No. 19,To provide additional funding for innovative programs at the state and local level.,Amendment Agreed to (52-45),'1/2',50,0,0,1,2,44,0,2,0,1,0,0,52,45,0,3,
5,108,1,,"January 16, 2003,  06:40 PM","On the Amendment S.Amdt. 13 to H.J.Res. 2 (Consolidated Appropriations Resolution, 2003)",Kennedy Amdt. No. 13,To provide additional funding for education.,Amendment Rejected (46-51),'1/2',0,50,0,1,45,1,0,2,1,0,0,0,46,51,0,3,
6,108,1,,"January 17, 2003,  09:50 AM","On the Motion to Table S.Amdt. 32 to H.J.Res. 2 (Consolidated Appropriations Resolution, 2003)",Motion To Table Harkin Amdt. No. 32,"To restore funding for nondiscretionary Byrne grants to a level of $500,000,000.",Motion to Table Agreed to (52-46),'1/2',50,0,0,1,2,45,0,1,0,1,0,0,52,46,0,2,
7,108,1,,"January 17, 2003,  11:31 AM","On the Amendment S.Amdt. 36 to H.J.Res. 2 (Consolidated Appropriations Resolution, 2003)",Byrd Amendment No. 36,To nullify all across-the-board rescissions contained in this joint resolution.,Amendment Rejected (46-52),'1/2',0,50,0,1,45,2,0,1,1,0,0,0,46,52,0,2,
8,108,1,,"January 17, 2003,  01:42 PM","On the Motion to Table S.Amdt. 44 to H.J.Res. 2 (Consolidated Appropriations Resolution, 2003)",Motion To Table McCain Amdt. No. 44,To strike section 211 of Division B.,Motion to Table Agreed to (62-33),'1/2',20,30,0,1,41,3,0,4,1,0,0,0,62,33,0,5,
9,108,1,S. 121,"January 21, 2003,  05:16 PM",On Passage of the Bill S. 121,S. 121,"A bill to enhance the operation of the AMBER Alert communications network in order to facilitate the recovery of abducted children, to provide for enhanced notification on highways of alerts and information on such children, and for other purposes.",Bill Passed (92-0),'1/2',50,0,0,1,41,0,0,7,1,0,0,0,92,0,0,8,
10,108,1,,"January 21, 2003,  05:52 PM","On the Amendment S.Amdt. 27 to H.J.Res. 2 (Consolidated Appropriations Resolution, 2003)",Reed Amdt. No. 27,To provide additional amounts for low-income home energy assistance.,Amendment Agreed to (88-4),'1/2',46,4,0,1,41,0,0,7,1,0,0,0,88,4,0,8,
