Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
1,105,2,PN12,"January 28, 1998,  02:15 PM",On the Nomination PN12,nomination-ann l. aiken to be u.s. district judge for the OR district,"Ann L. Aiken, of Oregon, to be United States District Judge for the District of Oregon",Nomination Confirmed (67-30),'1/2',24,30,0,1,43,0,0,2,0,0,0,0,67,30,0,3,
2,105,2,PN501,"February 3, 1998,  12:01 PM",On the Nomination PN501,"nomination- carlos r. moreno, to be u.s. district judge of central CA","Carlos R. Moreno, of California, to be United States District Judge for the Central District of California vice Robert M. Takasugi, retired",Nomination Confirmed (96-0),'1/2',54,0,0,1,42,0,0,3,0,0,0,0,96,0,0,4,
3,105,2,PN798,"February 3, 1998,  12:29 PM",On the Nomination PN798,"nomination- christine miller, for judge of u.s. court of fed'l claims","Christine O. C. Miller, of the District of Columbia, to be a Judge of the United States Court of Federal Claims for a term of fifteen years",Nomination Confirmed (96-0),'1/2',54,0,0,1,42,0,0,3,0,0,0,0,96,0,0,4,
4,105,2,,"February 4, 1998,  10:37 AM",On the Amendment S.Amdt. 1643 to S. 1575 (No short title on file),robb amendment (SP 1575),To provide an orderly process for the renaming of existing Federal facilities.,Amendment Rejected (35-63),'1/2',0,54,0,1,35,9,0,1,0,0,0,0,35,63,0,2,
5,105,2,,"February 4, 1998,  11:14 AM",On the Motion to Table S.Amdt. 1640 to S. 1575 (No short title on file),Motion to table reid amdt no. 1640,"To redesignate the J. Edgar Hoover FBI Building in Washington, District of Columbia, as the ""Federal Bureau of Investigation Building.""",Motion to Table Agreed to (62-36),'1/2',52,2,0,1,10,34,0,1,0,0,0,0,62,36,0,2,
6,105,2,,"February 4, 1998,  11:40 AM",On the Amendment S.Amdt. 1642 to S. 1575 (No short title on file),daschle amdt no. 1642,To require approval by the Metropolitan Washington Airports Authority of the renaming of Washington National Airport as the Ronald Reagan National Airport.,Amendment Rejected (35-63),'1/2',1,53,0,1,34,10,0,1,0,0,0,0,35,63,0,2,
7,105,2,S. 1575,"February 4, 1998,  12:00 PM",On Passage of the Bill S. 1575,s.1575,"A bill to rename the Washington National Airport located in the District of Columbia and Virginia as the ""Ronald Reagan Washington National Airport"".",Bill Passed (76-22),'1/2',54,0,0,1,22,22,0,1,0,0,0,0,76,22,0,2,
8,105,2,PN623,"February 10, 1998,  11:02 AM",On Cloture on the Motion to Proceed PN623,cloture motion re: nomination of David Satcher,"David Satcher, of Tennessee, to be Medical Director in the Regular Corps of the Public Health Service, subject to qualifications therefor as provided by law and regulations, and to be Surgeon General of the Public Health Service for a term of four years","Cloture on the Motion to Proceed Agreed to (75-23, 3/5 majority required)",'3/5',31,23,0,1,44,0,0,1,0,0,0,0,75,23,0,2,
9,105,2,PN623,"February 10, 1998,  11:32 AM",On the Nomination PN623,Nomination David Satcher (TN) to be Asst. Secretary of H.H.S. and Surgeon General,"David Satcher, of Tennessee, to be Medical Director in the Regular Corps of the Public Health Service, subject to qualifications therefor as provided by law and regulations, and to be Surgeon General of the Public Health Service for a term of four years",Nomination Confirmed (63-35),'1/2',19,35,0,1,44,0,0,1,0,0,0,0,63,35,0,2,
10,105,2,S. 1601,"February 11, 1998,  10:02 AM",On the Cloture Motion S. 1601,motion to invoke cloture on motion to proceed to consider s.1601,"A bill to amend title 18, United States Code, to prohibit the use of somatic cell nuclear transfer technology for purposes of human cloning.","Cloture Motion Rejected (42-54, 3/5 majority required)",'3/5',42,12,0,1,0,42,0,3,0,0,0,0,42,54,0,4,
