Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
1,102,2,S. 2,"January 21, 1992,  02:16 PM",On the Cloture Motion S. 2,Motion To Invoke Cloture On Motion To Proceed,"An act to promote the achievement of National Education Goals, to measure progress toward such goals, to develop national education standards and voluntary assessments in accordance with such standards and to encourage the comprehensive improvement of America's neighborhood public schools to improve student achievement.","Cloture Motion Agreed to (93-0, 3/5 majority required)",'3/5',39,0,0,4,54,0,0,3,0,0,0,0,93,0,0,7,
2,102,2,,"January 23, 1992,  12:00 PM",On the Amendment S.Amdt. 1473 to S. 2 (Neighborhood Schools Improvement Act Neighborhood Schools Improvement Programs Act Flexibility for Education Effectiveness Act of 1992),Cochran Amendment,"To establish new waiver authority for New American Schools within the Neighborhood Schools Improvement Act, and for other purposes.",Amendment Agreed to (96-0),'1/2',41,0,0,2,55,0,0,2,0,0,0,0,96,0,0,4,
3,102,2,,"January 23, 1992,  01:50 PM",On the Amendment S.Amdt. 1474 to S. 2 (Neighborhood Schools Improvement Act Neighborhood Schools Improvement Programs Act Flexibility for Education Effectiveness Act of 1992),Hatfield Amendment,To establish the Education Flexibility Demonstration Act.,Amendment Agreed to (95-0),'1/2',41,0,0,2,54,0,0,3,0,0,0,0,95,0,0,5,
4,102,2,,"January 23, 1992,  06:03 PM",On the Amendment S.Amdt. 1478 to S.Amdt. 1477 to S. 2 (Neighborhood Schools Improvement Act Neighborhood Schools Improvement Programs Act Flexibility for Education Effectiveness Act of 1992),Helms Amendment No. 1478,Expressing the sense of the Senate that the Supreme Court should reverse earlier decisions restricting voluntary prayer in public school.,Amendment Rejected (38-55),'1/2',26,13,0,4,12,42,0,3,0,0,0,0,38,55,0,7,
5,102,2,,"January 23, 1992,  07:33 PM",On the Amendment S.Amdt. 1476 to S. 2 (Neighborhood Schools Improvement Act Neighborhood Schools Improvement Programs Act Flexibility for Education Effectiveness Act of 1992),Hatch Amendment No. 1476,To establish a Low-Income School Choice demonstration project.,Amendment Rejected (36-57),'1/2',33,6,0,4,3,51,0,3,0,0,0,0,36,57,0,7,
6,102,2,,"January 23, 1992,  08:36 PM",On the Motion to Table S.Amdt. 1480 to S. 2 (Neighborhood Schools Improvement Act Neighborhood Schools Improvement Programs Act Flexibility for Education Effectiveness Act of 1992),Motion To Table Hatch Amendment No. 1480,To amend the amount of grants received under chapter 1 of Title I of the Elementary and Secondary Education Act of 1965.,Motion to Table Agreed to (55-37),'1/2',15,23,0,5,40,14,0,3,0,0,0,0,55,37,0,8,
7,102,2,,"January 28, 1992,  02:27 PM",On the Motion to Table S.Amdt. 1479 to S. 2 (Neighborhood Schools Improvement Act Neighborhood Schools Improvement Programs Act Flexibility for Education Effectiveness Act of 1992),Motion To Table Amendment No. 1479,"To enhance educational opportunity, increase school attendance, and promote self-sufficiency among welfare recipients.",Motion to Table Agreed to (55-43),'1/2',6,37,0,0,49,6,0,2,0,0,0,0,55,43,0,2,
8,102,2,,"January 28, 1992,  04:41 PM",On the Motion (Motion To Waive),Motion To Waive,To express the sense of the Senate concerning investments in education and school-to-work transition initiatives.,"Motion Rejected (45-53, 3/5 majority required)",'3/5',0,43,0,0,45,10,0,2,0,0,0,0,45,53,0,2,
9,102,2,S. 2,"January 28, 1992,  05:32 PM",On Passage of the Bill S. 2,S. 2,"An act to promote the achievement of National Education Goals, to measure progress toward such goals, to develop national education standards and voluntary assessments in accordance with such standards and to encourage the comprehensive improvement of America's neighborhood public schools to improve student achievement.",Bill Passed (92-6),'1/2',37,6,0,0,55,0,0,2,0,0,0,0,92,6,0,2,
10,102,2,,"January 29, 1992,  04:05 PM",On the Motion to Table S.Amdt. 1503 to S.Amdt. 1502 to S. 12 (Cable Television Consumer Protection and Competition Act of 1992),Motion To Table Amendment No. 1503,To require an inquiry by the Federal Communications Commission concerning broadcast television stations whose programming consists predominantly of sales presentations.,Motion to Table Failed (33-64),'1/2',13,29,0,1,20,35,0,2,0,0,0,0,33,64,1,2,
