Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
1,106,2,,"February 1, 2000,  02:21 PM",On the Motion to Table S.Amdt. 2538 to S. 625 (Bankruptcy Judgeship Act of 1999),Motion to Table Wellstone Amdt 2538,To make an amendment with respect to the disallowance of certain claims and to prohibit certain coercive debt collection practices.,Motion to Table Agreed to (53-44),'1/2',51,1,0,3,2,43,0,0,0,0,0,0,53,44,1,2,
2,106,2,,"February 2, 2000,  12:20 PM",On the Amendment S.Amdt. 2763 to S. 625 (Bankruptcy Judgeship Act of 1999),Schumer Amendment No. 2763,To ensure that debts incurred as a result of clinic violence are nondischargeable.,Amendment Agreed to (80-17),'1/2',35,17,0,3,45,0,0,0,0,0,0,0,80,17,1,2,
3,106,2,,"February 2, 2000,  12:52 PM",On the Motion to Table S.Amdt. 2748 to S. 625 (Bankruptcy Judgeship Act of 1999),Motion to Table Feingold Amendment No. 2748 As Modified,"To provide for an exception to a limitation on an automatic stay under section 362(b) of title 11, United States Code, relating to evictions and similar proceedings to provide for the payment of rent that becomes due after the petition of a debtor is filed, and for other purposes.",Motion to Table Agreed to (54-43),'1/2',50,2,0,3,4,41,0,0,0,0,0,0,54,43,1,2,
4,106,2,,"February 2, 2000,  01:16 PM",On the Amendment S.Amdt. 2658 to S. 625 (Bankruptcy Judgeship Act of 1999),Levin Amendment No. 2658,"To provide for the nondischargeability of debts arising from firearm-related debts, and for other purposes.",Amendment Rejected (29-68),'1/2',1,51,0,3,28,17,0,0,0,0,0,0,29,68,1,2,
5,106,2,H.R. 833,"February 2, 2000,  01:35 PM",On Passage of the Bill H.R. 833,H.R. 833 As Amended,"A bill to amend title 11 of the United States Code, and for other purposes.",Bill Passed (83-14),'1/2',50,2,0,3,33,12,0,0,0,0,0,0,83,14,1,2,
6,106,2,PN729,"February 3, 2000,  10:46 AM",On the Nomination PN729,Confirmation: Alan Greenspan to be Chairman of Federal Reserve Board ,"Alan Greenspan, of New York, to be Chairman of the Board of Governors of the Federal Reserve System for a term of four years",Nomination Confirmed (89-4),'1/2',50,0,0,5,39,4,0,2,0,0,0,0,89,4,0,7,
7,106,2,,"February 8, 2000,  02:18 PM",On the Cloture Motion S.Amdt. 2808 to S. 1287 (Nuclear Waste Policy Amendments Act of 2000),Motion to Invoke Cloture on Murkowski Amendment No. 2808,To provide a complete substitute.,"Cloture Motion Agreed to (94-3, 3/5 majority required)",'3/5',54,0,0,1,40,3,0,2,0,0,0,0,94,3,0,3,
8,106,2,S. 1287,"February 10, 2000,  11:02 AM",On Passage of the Bill S. 1287,S.1287 As Amended,"An original bill to provide for the storage of spent nuclear fuel pending completion of the nuclear waste repository, and for other purposes.",Bill Passed (64-34),'1/2',52,2,0,1,12,32,0,1,0,0,0,0,64,34,0,2,
9,106,2,PN597,"February 10, 2000,  12:49 PM",On the Motion (Motion to Proceed to Exec. Session to Consider Nomination of Thomas L. Ambro),Motion to Proceed to Exec. Session to Consider Nomination of Thomas L. Ambro,"Thomas L. Ambro, of Delaware, to be United States Circuit Judge for the Third Circuit",Motion Agreed to (79-19),'1/2',35,19,0,1,44,0,0,1,0,0,0,0,79,19,0,2,
10,106,2,PN597,"February 10, 2000,  02:03 PM",On the Nomination PN597,"Conf. of Thomas L. Ambro, of Delaware,  U.S. Circuit Judge for the Third Circuit","Thomas L. Ambro, of Delaware, to be United States Circuit Judge for the Third Circuit",Nomination Confirmed (96-2),'1/2',52,2,0,1,44,0,0,1,0,0,0,0,96,2,0,2,
