Vote Number,Congress Num,Session,Legislation Number,Date,Question,Vote Title,Document Text,Result,Majority Requirement,Republican Yes,Republican No,Republican Present,Republican Absent,Democrat Yes,Democrat No,Democrat Present,Democrat Absent,Independent Yes,Independent No,Independent Present,Independent Absent,Total Yes,Total No,Total Present,Total Absent,Tie Breaker
1,104,2,,"January 26, 1996,  03:15 PM",On the Motion (MOTION TO WAIVE CBA RE: KENNEDY AMDT NO. 3119),MOTION TO WAIVE CBA RE: KENNEDY AMDT NO. 3119,To maintain funding for education programs.,"Motion Rejected (51-40, 3/5 majority required)",'3/5',6,40,0,7,45,0,0,1,0,0,0,0,51,40,0,8,
2,104,2,,"January 26, 1996,  04:38 PM","On the Motion to Table S.Amdt. 3120 to H.R. 2880 (Balanced Budget Downpayment Act, I)",motion to table moynihan amdt no. 3120,To increase the public debt limit.,Motion to Table Agreed to (46-45),'1/2',45,1,0,7,1,44,0,1,0,0,0,0,46,45,0,8,
3,104,2,,"January 26, 1996,  05:59 PM",On the Motion (motion to waive CBA re: harkin amdt no. 3122),motion to waive CBA re: harkin amdt no. 3122,To provide for additional funding to the Office of the Inspector General of the Department of Health and Human Services.,"Motion Rejected (45-45, 3/5 majority required)",'3/5',2,43,0,8,43,2,0,1,0,0,0,0,45,45,0,9,
4,104,2,H.R. 2880,"January 26, 1996,  06:24 PM",On Passage of the Bill H.R. 2880,Passage-H.R. 2880,"A bill making appropriations for fiscal year 1996 to make a downpayment toward a balanced budget, and for other purposes.",Bill Passed (82-8),'1/2',43,2,0,8,39,6,0,1,0,0,0,0,82,8,0,9,
5,104,2,S. 1124,"January 26, 1996,  06:39 PM",On the Conference Report S. 1124,Conference Report - S. 1124,"An original bill to authorize appropriations for fiscal year 1996 for military activities of the Department of Defense, to prescribe personnel strengths for such fiscal year for the Armed Forces, and for other purposes.",Conference Report Agreed to (56-34),'1/2',42,3,0,8,14,31,0,1,0,0,0,0,56,34,0,9,
6,104,2,Treaty Doc. 103-1,"January 26, 1996,  06:54 PM",On the Resolution of Ratification Treaty Doc. 103-1,"103-1, Start II","The Treaty Between the United States of America and the Russian Federation on Further Reduction and Limitation of Strategic Offensive Arms (the START II Treaty) signed at Moscow on January 3, 1993, including the following documents, which are integral parts thereof: the Elimination and Conversion Protocol; the Exhibitions and Inspections Protocol; and the Memorandum of Attribution","Resolution of Ratification Agreed to (87-4, 2/3 majority required)",'2/3',42,4,0,7,45,0,0,1,0,0,0,0,87,4,0,8,
7,104,2,S. 1541,"February 1, 1996,  01:32 PM",On the Cloture Motion S. 1541,Motion to invoke cloture - S. 1541,"A bill to extend, reform, and improve agricultural commodity, trade, conservation, and other programs, and for other purposes.","Cloture Motion Rejected (53-45, 3/5 majority required)",'3/5',50,3,0,0,3,42,0,1,0,0,0,0,53,45,0,1,
8,104,2,S. 652,"February 1, 1996,  04:50 PM",On the Conference Report S. 652,S.652 Conference Report,"An original bill to provide for a pro-competitive, de-regulatory national policy framework designed to accelerate rapidly private sector deployment of advanced telecommunications and information technologies and services to all Americans by opening all telecommunications markets to competition, and for other purposes.",Conference Report Agreed to (91-5),'1/2',51,1,0,1,40,4,0,2,0,0,0,0,91,5,0,3,
9,104,2,,"February 6, 1996,  04:12 PM",On the Cloture Motion S.Amdt. 3184 to S. 1541 (Agricultural Market Transition Act of 1996),motion to invoke cloture re: leahy amdt no. 3184,In the nature of a substitute.,"Cloture Motion Rejected (59-34, 3/5 majority required)",'3/5',48,0,0,5,11,34,0,2,0,0,0,0,59,34,0,7,
10,104,2,,"February 7, 1996,  11:41 AM",On the Amendment S.Amdt. 3442 to S.Amdt. 3184 to S. 1541 (Agricultural Market Transition Act of 1996),kohl amdt no. 3442,To eliminate the provision granting consent to the Northeast Interstate Dairy Compact.,Amendment Agreed to (50-46),'1/2',25,25,0,3,25,21,0,1,0,0,0,0,50,46,0,4,
11,104,2,,"February 7, 1996,  12:17 PM",On the Amendment S.Amdt. 3445 to S.Amdt. 3184 to S. 1541 (Agricultural Market Transition Act of 1996),Harkin amdt. no. 3445,To strike the section relating to the Commodity Credit Corporation interest rate.,Amendment Rejected (37-59),'1/2',2,48,0,3,35,11,0,1,0,0,0,0,37,59,0,4,
12,104,2,,"February 7, 1996,  12:32 PM",On the Amendment S.Amdt. 3446 to S.Amdt. 3184 to S. 1541 (Agricultural Market Transition Act of 1996),harkin amendment No. 3446,To continue the farmer owned reserve.,Amendment Rejected (35-61),'1/2',2,48,0,3,33,13,0,1,0,0,0,0,35,61,0,4,
13,104,2,,"February 7, 1996,  12:49 PM",On the Motion to Table S.Amdt. 3225 to S.Amdt. 3184 to S. 1541 (Agricultural Market Transition Act of 1996),motion to table santorum amendment no. 3225,To provide farm program equity by reforming the peanut program.,Motion to Table Agreed to (59-36),'1/2',28,21,0,4,31,15,0,1,0,0,0,0,59,36,1,4,
14,104,2,,"February 7, 1996,  01:05 PM",On the Amendment S.Amdt. 3447 to S.Amdt. 3184 to S. 1541 (Agricultural Market Transition Act of 1996),bryan amdt no. 3447,To provide that funds made available for the market promotion program under this Act may be used to provide cost-share assistance only to small businesses of Capper-Volstead cooperatives and to cap the market promotion program.,Amendment Agreed to (58-38),'1/2',28,22,0,3,30,16,0,1,0,0,0,0,58,38,0,4,
15,104,2,,"February 7, 1996,  01:22 PM",On the Amendment S.Amdt. 3448 to S.Amdt. 3184 to S. 1541 (Agricultural Market Transition Act of 1996),harkin amendment no. 3448,To amend the eligibility criteria for the Environmental Quality Incentive Program.,Amendment Agreed to (57-39),'1/2',17,33,0,3,40,6,0,1,0,0,0,0,57,39,0,4,
16,104,2,,"February 7, 1996,  01:40 PM",On the Amendment S.Amdt. 3450 to S.Amdt. 3184 to S. 1541 (Agricultural Market Transition Act of 1996),gregg amendment no. 3450,To strike the section relating to the sugar program.,Amendment Rejected (35-61),'1/2',20,30,0,3,15,31,0,1,0,0,0,0,35,61,0,4,
17,104,2,,"February 7, 1996,  03:50 PM",On the Amendment S.Amdt. 3451 to S.Amdt. 3184 to S. 1541 (Agricultural Market Transition Act of 1996),Dorgan amdt. no. 3451,To require farmers crops to receive federal payments.,Amendment Rejected (48-48),'1/2',2,48,0,3,46,0,0,1,0,0,0,0,48,48,0,4,
18,104,2,,"February 7, 1996,  04:15 PM",On the Amendment S.Amdt. 3452 to S.Amdt. 3184 to S. 1541 (Agricultural Market Transition Act of 1996),DASCHLE AMENDMENT NO. 3452,To amend the commodity payment provisions and for other purposes.,Amendment Rejected (33-63),'1/2',0,50,0,3,33,13,0,1,0,0,0,0,33,63,0,4,
19,104,2,S. 1541,"February 7, 1996,  04:44 PM",On Passage of the Bill S. 1541,"s.1541, as amended","A bill to extend, reform, and improve agricultural commodity, trade, conservation, and other programs, and for other purposes.",Bill Passed (64-32),'1/2',44,6,0,3,20,26,0,1,0,0,0,0,64,32,0,4,
20,104,2,H.R. 2546,"February 27, 1996,  02:15 PM",On the Cloture Motion H.R. 2546,motion to invoke cloture on conference report to accompany h.r.2546,"A bill making appropriations for the government of the District of Columbia and other activities chargeable in whole or in part against the revenues of said District for the fiscal year ending September 30, 1996, and for other purposes.","Cloture Motion Rejected (54-44, 3/5 majority required)",'3/5',50,2,0,1,4,42,0,1,0,0,0,0,54,44,0,2,
21,104,2,H.R. 2546,"February 29, 1996,  12:30 PM",On the Cloture Motion H.R. 2546,motion to invoke cloture on conference report to accompany h.r.2546,"A bill making appropriations for the government of the District of Columbia and other activities chargeable in whole or in part against the revenues of said District for the fiscal year ending September 30, 1996, and for other purposes.","Cloture Motion Rejected (52-42, 3/5 majority required)",'3/5',48,1,0,4,4,41,0,2,0,0,0,0,52,42,1,5,
22,104,2,H.R. 927,"March 5, 1996,  02:21 PM",On the Conference Report H.R. 927,CONFERENCE REPORT TO ACCOMPANY H.R.927,"A bill to seek international sanctions against the Castro government in Cuba, to plan for support of a transition government leading to a democratically elected government in Cuba, and for other purposes.",Conference Report Agreed to (74-22),'1/2',47,4,0,2,27,18,0,2,0,0,0,0,74,22,0,4,
23,104,2,H.R. 2546,"March 5, 1996,  02:43 PM",On the Cloture Motion H.R. 2546,MOTION TO INVOKE CLOTURE ON CONFERENCE REPORT ON H.R.2546,"A bill making appropriations for the government of the District of Columbia and other activities chargeable in whole or in part against the revenues of said District for the fiscal year ending September 30, 1996, and for other purposes.","Cloture Motion Rejected (53-43, 3/5 majority required)",'3/5',49,2,0,2,4,41,0,2,0,0,0,0,53,43,0,4,
24,104,2,,"March 7, 1996,  01:58 PM",On the Amendment S.Amdt. 3465 to H.R. 3021 (No short title on file),moynihan amdt no. 3465,To increase the public debt limit.,Amendment Rejected (43-47),'1/2',0,46,0,7,43,1,0,3,0,0,0,0,43,47,1,9,
25,104,2,H.R. 2546,"March 12, 1996,  02:16 PM",On the Cloture Motion H.R. 2546,Motion to Invoke Cloture on Conference Report to Accompany H.R.2546,"A bill making appropriations for the government of the District of Columbia and other activities chargeable in whole or in part against the revenues of said District for the fiscal year ending September 30, 1996, and for other purposes.","Cloture Motion Rejected (56-44, 3/5 majority required)",'3/5',51,2,0,0,5,42,0,0,0,0,0,0,56,44,0,0,
26,104,2,S.Res. 227,"March 12, 1996,  02:37 PM",On the Cloture Motion S.Res. 227,Motion to Invoke Cloture on Motion to Proceed to Consider S.Res. 227,"An original resolution to authorize the use of additional funds for salaries and expenses of the Special Committee to Investigate Whitewater Development Corporation and Related Matters, and for other purposes.","Cloture Motion Rejected (53-47, 3/5 majority required)",'3/5',53,0,0,0,0,47,0,0,0,0,0,0,53,47,0,0,
27,104,2,,"March 12, 1996,  03:51 PM",On the Amendment S.Amdt. 3473 to S.Amdt. 3467 to S.Amdt. 3466 to H.R. 3019,Specter amendment no. 3473,"To revise provisions with respect to the Departments of Labor, Health and Human Services, and Education.",Amendment Agreed to (84-16),'1/2',37,16,0,0,47,0,0,0,0,0,0,0,84,16,0,0,
28,104,2,,"March 12, 1996,  05:35 PM","On the Amendment S.Amdt. 3474 to S.Amdt. 3466 to H.R. 3019 (Department of Justice Appropriations Act, 1996)",Hollings Amendment No. 3474,To provide funding for important technology initiatives with an offset.,Amendment Rejected (47-52),'1/2',2,51,0,0,45,1,0,1,0,0,0,0,47,52,0,1,
29,104,2,S.Res. 227,"March 13, 1996,  02:05 PM",On the Cloture Motion S.Res. 227,Motion to Invoke cloture on motion to proceed to consider s.res.227,"An original resolution to authorize the use of additional funds for salaries and expenses of the Special Committee to Investigate Whitewater Development Corporation and Related Matters, and for other purposes.","Cloture Motion Rejected (53-47, 3/5 majority required)",'3/5',53,0,0,0,0,47,0,0,0,0,0,0,53,47,0,0,
30,104,2,,"March 13, 1996,  02:27 PM",On the Motion to Table S.Amdt. 3479 to S.Amdt. 3478 to S.Amdt. 3466 to H.R. 3019,motion to table hutchison amendment no. 3479,To reduce funding for endangered species listings.,Motion to Table Failed (49-51),'1/2',7,46,0,0,42,5,0,0,0,0,0,0,49,51,0,0,
31,104,2,,"March 13, 1996,  05:48 PM","On the Motion to Table S.Amdt. 3483 to S.Amdt. 3466 to H.R. 3019 (Department of Justice Appropriations Act, 1996)",motion to table biden amendment no. 3483,To provide funding for community oriented policing services.,Motion to Table Agreed to (52-48),'1/2',52,1,0,0,0,47,0,0,0,0,0,0,52,48,0,0,
32,104,2,,"March 13, 1996,  07:44 PM","On the Motion to Table S.Amdt. 3490 to S.Amdt. 3466 to H.R. 3019 (Department of Justice Appropriations Act, 1996)",motion to table gramm amendment no. 3490,To ensure that discretionary spending does not exceed the level agreed to in the FY 1996 Budget Resolution.,Motion to Table Agreed to (55-45),'1/2',10,43,0,0,45,2,0,0,0,0,0,0,55,45,0,0,
33,104,2,,"March 14, 1996,  12:03 PM","On the Amendment S.Amdt. 3493 to S.Amdt. 3466 to H.R. 3019 (Department of Justice Appropriations Act, 1996)","Murray amendment no. 3493, as modified",To repeal the emergency salvage timber sale program.,Amendment Rejected (42-54),'1/2',1,49,0,3,41,5,0,1,0,0,0,0,42,54,1,3,
34,104,2,S.Res. 227,"March 14, 1996,  02:02 PM",On Cloture on the Motion to Proceed S.Res. 227,motion to invoke cloture on motion to proceed to consider s.res.227,"An original resolution to authorize the use of additional funds for salaries and expenses of the Special Committee to Investigate Whitewater Development Corporation and Related Matters, and for other purposes.","Cloture on the Motion to Proceed Rejected (51-46, 3/5 majority required)",'3/5',51,0,0,2,0,46,0,1,0,0,0,0,51,46,0,3,
35,104,2,,"March 14, 1996,  05:22 PM","On the Amendment S.Amdt. 3500 to S.Amdt. 3466 to H.R. 3019 (Department of Justice Appropriations Act, 1996)",mcconnell amendment no. 3500,To delete language concerning certification of population programs.,Amendment Rejected (43-52),'1/2',39,11,0,3,4,41,0,2,0,0,0,0,43,52,0,5,
